data/nfr/fluxes/calib/    BBAMB.TAB                BBAMB.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-18  110   326 
data/nfr/fluxes/calib/    BBHOT.TAB                BBHOT.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-18  120   305 
data/nfr/fluxes/calib/   BCFLUX.TAB               BCFLUX.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-18  120   295 
         data/nfr/raw/    NFRAZ.TAB                NFRAZ.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-25   90   128 
         data/nfr/raw/    NFRBC.TAB                NFRBC.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-25   90   127 
         data/nfr/raw/   NFRERR.TAB               NFRERR.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-25   80   641 
         data/nfr/raw/   NFRGSA.TAB               NFRGSA.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-25   80   233 
         data/nfr/raw/    NFRNF.TAB                NFRNF.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-25   90   534 
         data/nfr/raw/   NFRRA1.TAB               NFRRA1.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-25   80   262 
         data/nfr/raw/   NFRRA2.TAB               NFRRA2.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-25   80   321 
         data/nfr/raw/   NFRRDT.TAB               NFRRDT.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-25   80   204 
         data/nfr/raw/   NFRRET.TAB               NFRRET.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-25   80   116 
         data/nfr/raw/   NFRRHB.TAB               NFRRHB.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-25   80   233 
         data/nfr/raw/   NFRRWT.TAB               NFRRWT.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-25   80   349 
         data/nfr/raw/    NFRSC.TAB                NFRSC.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-25   90   157 
         data/nfr/raw/    NFRUF.TAB                NFRUF.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-25   90   127 
data/nfr/raw/denoised/  NFRNFDN.TAB              NFRNFDN.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-25   90   526 
data/nfr/raw/denoised/  NFRSCDN.TAB              NFRSCDN.TAB    GP-J-NFR-3-ENTRY-V1.0 1998-08-25   90   163 
             data/nms/  A85JL02.TAB              A85JL02.TAB    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   32  1135 
             data/nms/  A88JL19.TAB              A88JL19.TAB    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   32  7997 
             data/nms/  A89JL19.TAB              A89JL19.TAB    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   32  4113 
             data/nms/  A89MY15.TAB              A89MY15.TAB    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   32  9112 
             data/nms/  A89OC26.TAB              A89OC26.TAB    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   32  4064 
             data/nms/  A89OC27.TAB              A89OC27.TAB    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   32  3328 
             data/nms/  A89SE14.TAB              A89SE14.TAB    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   32  3944 
             data/nms/ A89SE14A.TAB             A89SE14A.TAB    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   32  3296 
             data/nms/  A90DE04.TAB              A90DE04.TAB    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   32  3248 
             data/nms/ A90DE04A.TAB             A90DE04A.TAB    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   32  4128 
             data/nms/  A92NO20.TAB              A92NO20.TAB    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   32  9304 
             data/nms/  A92NO21.TAB              A92NO21.TAB    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   32  8136 
             data/nms/  A95DE07.TAB              A95DE07.TAB    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   32  7032 
             data/nms/  B89JL19.TAB              B89JL19.TAB    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   32   504 
             data/nms/  B89MY15.TAB              B89MY15.TAB    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   32  7744 
             data/nms/  B89OC26.TAB              B89OC26.TAB    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   32   464 
             data/nms/  B89SE14.TAB              B89SE14.TAB    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   32   504 
             data/nms/ B90DE04A.TAB             B90DE04A.TAB    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   32   504 
             data/nms/  B92NO20.TAB              B92NO20.TAB    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   32  7968 
             data/nms/  B92NO21.TAB              B92NO21.TAB    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   32  7968 
             data/nms/  B95DE07.TAB              B95DE07.TAB    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   32  5672 
             data/nms/   I1_H2S.TAB          H2 + 161ppm H2S    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   75   100 
             data/nms/   I1_HCN.TAB         He + 145 ppm HCN    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   72   100 
             data/nms/  I1_HYDR.TAB H2 + 9.90% He + 180ppm A    GP-J-NMS-3-ENTRY-V1.0 1998-04-17   75   160 
