TIME (SECONDS),asi_descent: ALTITUDE (KM),asi_descent: PRESSURE (BARS),asi_descent: TEMPERATURE (KELVINS),asi_descent: DENSITY (KG/M^3),asi_descent: GRAVITY (M/S^2),asi_descent: dz/dt (M/S),asi_descent: dT/dz (KELVINS/KILOMETER),dwe_wind: TEMPERATURE (KELVINS),dwe_wind: PRESSURE (BARS),dwe_wind: WIND (METER SECOND^-1),nep_scatter: PRESSURE (BARS),nep_scatter: 5.8 DEGREES (COUNTS),nep_scatter: 16 DEGREES (COUNTS),nep_scatter: 40 DEGREES (COUNTS),nep_scatter: 70 DEGREES (COUNTS),nep_scatter: 178 DEGREES (COUNTS),nfr_mctcnfdn: A (broad infrared) (W/m^2),nfr_mctcnfdn: B (solar radiation) (W/m^2),nfr_mctcnfdn: C (water absorption) (W/m^2),nfr_mctcnfdn: D (water emission) (W/m^2),nfr_mctcnfdn: E (methane absorption) (W/m^2),nfr_mctcnfdn: F (blind) (W/m^2)
1545.3,-69.53842857142857,7.119757142857143,305,0.6461785714285714,23.33,-39.64285714285714,-1.9515714285714285,303.18993333333333,6.947566666666666,177.69423333333333,7.158,11,-32,-32,-100,17,2.4653333333333336,-0.06999999999999999,2.414333333333333,0.256,0.002,0
1546.3,-69.61157142857144,7.1308428571428575,306,0.6468814285714286,23.33,-39.55714285714286,-1.9514285714285715,303.3203,6.9575,177.6839,7.1676,10,-33,-33,-98,15,2.3466666666666667,-0.069,2.3956666666666666,0.29800000000000004,-0.006,0
1548.8,-69.68471428571429,7.141928571428572,306,0.6475842857142857,23.33,-39.47142857142857,-1.9512857142857143,303.51595,6.97245,177.66809999999998,7.1772,9,-33,-34,-97,13,2.228,-0.068,2.377,0.34,-0.014,0
1551.7,-69.75785714285715,7.153014285714286,306,0.6482871428571428,23.33,-39.385714285714286,-1.9511428571428573,303.7116,6.9874,177.6523,7.186800000000001,7,-34,-36,-95,11,2.28025,-0.0965,2.46825,0.3285,-0.009000000000000001,0
1553.0,-69.831,7.1641,306,0.64899,23.33,-39.3,-1.951,303.809425,6.9949,177.644275,7.196400000000001,6,-34,-37,-94,9,2.3325,-0.125,2.5595,0.317,-0.004,0
1554.3,-69.9336,7.179740000000001,306,0.649976,23.330199999999998,-39.08,-1.951,303.90725,7.0024,177.63625000000002,7.206,5,-35,-38,-92,7,2.38475,-0.1535,2.65075,0.3055,0.001,0
1554.8,-70.0362,7.19538,306,0.6509619999999999,23.330399999999997,-38.86,-1.951,304.005075,7.0099,177.62822500000001,7.222,0,-37,-41,-99,9,2.437,-0.182,2.742,0.294,0.006,0
1557.0,-70.1388,7.21102,307,0.651948,23.3306,-38.64,-1.951,304.1029,7.0174,177.6202,7.2379999999999995,-5,-39,-43,-105,11,2.4555714285714285,-0.18,2.716,0.29657142857142854,-0.0015714285714285708,0
1562.3,-70.2414,7.22666,307,0.6529339999999999,23.3308,-38.42,-1.951,304.4942,7.0474,177.5876,7.254,-10,-41,-46,-112,13,2.474142857142857,-0.178,2.69,0.29914285714285715,-0.009142857142857142,0
1566.4,-70.344,7.2423,307,0.65392,23.331,-38.2,-1.951,304.6898,7.0625,177.57095,7.269666666666667,-9,-43,-48,-116,8,2.492714285714286,-0.176,2.664,0.3017142857142857,-0.016714285714285713,0
1567.7,-70.41728571428571,7.253571428571429,307,0.6546299999999999,23.331,-38.385714285714286,-1.951,304.8854,7.0776,177.5543,7.285333333333333,-7,-45,-51,-120,4,2.511285714285714,-0.17400000000000002,2.638,0.30428571428571427,-0.024285714285714285,0
1570.3,-70.49057142857143,7.264842857142857,307,0.6553399999999999,23.331,-38.57142857142858,-1.951,305.08105,7.0927500000000006,177.53745,7.301,-6,-47,-53,-124,-1,2.529857142857143,-0.17200000000000001,2.612,0.30685714285714283,-0.031857142857142855,0
1573.0,-70.56385714285715,7.276114285714286,307,0.6560499999999999,23.331,-38.75714285714286,-1.951,305.2767,7.1079,177.5206,7.316666666666666,-10,-48,-58,-125,-6,2.5484285714285715,-0.17,2.586,0.30942857142857144,-0.039428571428571424,0
1574.2,-70.63714285714285,7.287385714285715,308,0.65676,23.331,-38.94285714285714,-1.951,305.4724,7.12305,177.5035,7.332333333333334,-14,-49,-63,-127,-12,2.567,-0.168,2.56,0.312,-0.047,0
1578.3,-70.71042857142857,7.298657142857143,308,0.65747,23.331,-39.128571428571426,-1.951,305.6681,7.1382,177.4864,7.348,-18,-50,-68,-128,-17,2.556,-0.1925,2.661,0.29000000000000004,-0.035500000000000004,0
1578.8,-70.78371428571428,7.309928571428571,308,0.65818,23.331,-39.31428571428572,-1.951,305.8005333333333,7.148533333333334,177.4746,7.3576,-21,-52,-70,-129,-22,2.545,-0.217,2.762,0.268,-0.024,0
1580.2,-70.857,7.3212,308,0.65889,23.331,-39.5,-1.951,305.9329666666667,7.1588666666666665,177.4628,7.3671999999999995,-24,-54,-71,-130,-27,2.5553333333333335,-0.19733333333333333,2.728666666666667,0.23833333333333334,-0.031,0
1583.7,-70.94233333333334,7.334433333333333,308,0.6597216666666667,23.331,-39.483333333333334,-1.9508333333333334,306.0654,7.1692,177.451,7.3768,-27,-56,-73,-130,-33,2.5656666666666665,-0.17766666666666667,2.695333333333333,0.20866666666666667,-0.038,0
1584.8,-71.02766666666666,7.347666666666667,308,0.6605533333333333,23.331,-39.46666666666667,-1.9506666666666668,306.1988666666667,7.1796,177.439,7.3864,-30,-58,-74,-131,-38,2.576,-0.158,2.662,0.179,-0.045,0
1586.3,-71.113,7.3609,308,0.661385,23.331,-39.45,-1.9505000000000001,306.33233333333334,7.19,177.427,7.396,-33,-60,-76,-132,-43,2.5696666666666665,-0.13233333333333333,2.655333333333333,0.182,-0.027666666666666666,0
1589.0,-71.19833333333334,7.374133333333333,309,0.6622166666666667,23.331,-39.43333333333333,-1.9503333333333333,306.4658,7.2004,177.415,7.40775,-34,-62,-77,-135,-41,2.5633333333333335,-0.10666666666666666,2.6486666666666667,0.185,-0.010333333333333333,0
1590.8,-71.28366666666666,7.387366666666667,309,0.6630483333333334,23.331,-39.416666666666664,-1.9501666666666666,306.59926666666667,7.210866666666667,177.40276666666665,7.419499999999999,-36,-64,-78,-138,-39,2.557,-0.081,2.642,0.188,0.007,0
1592.8,-71.369,7.4006,309,0.66388,23.331,-39.4,-1.95,306.73273333333333,7.221333333333333,177.39053333333334,7.4312499999999995,-37,-66,-79,-141,-37,2.5853333333333333,-0.12566666666666668,2.5949999999999998,0.224,-0.005999999999999999,0
1594.3,-71.44228571428572,7.412042857142857,309,0.6645957142857143,23.331142857142858,-39.385714285714286,-1.95,306.8662,7.2318,177.3783,7.443,-38,-68,-80,-144,-35,2.6136666666666666,-0.17033333333333334,2.548,0.26,-0.019,0
1596.8,-71.51557142857143,7.4234857142857145,309,0.6653114285714286,23.331285714285713,-39.37142857142857,-1.95,307.0664,7.24755,177.35975,7.459,-43,-69,-84,-147,-40,2.642,-0.215,2.501,0.296,-0.032,0
1599.7,-71.58885714285715,7.434928571428571,309,0.6660271428571428,23.33142857142857,-39.357142857142854,-1.95,307.2666,7.2633,177.3412,7.475,-47,-71,-88,-149,-44,2.626333333333333,-0.20033333333333334,2.583666666666667,0.25766666666666665,-0.03766666666666667,0
1602.3,-71.66214285714285,7.446371428571428,310,0.6667428571428572,23.33157142857143,-39.34285714285714,-1.95,307.40006666666665,7.2738000000000005,177.32863333333333,7.491,-52,-72,-92,-152,-49,2.610666666666667,-0.18566666666666667,2.666333333333333,0.21933333333333332,-0.043333333333333335,0
1602.8,-71.73542857142857,7.457814285714285,310,0.6674585714285715,23.331714285714288,-39.32857142857143,-1.95,307.5335333333333,7.2843,177.31606666666667,7.5005999999999995,-52,-73,-95,-153,-52,2.595,-0.171,2.749,0.181,-0.049,0
1605.0,-71.80871428571429,7.469257142857143,310,0.6681742857142857,23.331857142857142,-39.31428571428571,-1.95,307.667,7.2948,177.3035,7.510199999999999,-53,-74,-98,-154,-54,2.5843333333333334,-0.14366666666666666,2.662666666666667,0.206,-0.050666666666666665,0
1605.4,-71.882,7.4807,310,0.66889,23.332,-39.3,-1.95,307.8005333333333,7.305400000000001,177.29076666666668,7.5198,-53,-74,-102,-154,-57,2.573666666666667,-0.11633333333333334,2.5763333333333334,0.231,-0.052333333333333336,0
1608.8,-71.9675,7.494149999999999,310,0.6697283333333333,23.332,-38.983333333333334,-1.95,307.9340666666667,7.316,177.27803333333333,7.5294,-54,-75,-105,-155,-59,2.563,-0.089,2.49,0.256,-0.054,0
1610.3,-72.053,7.5076,310,0.6705666666666666,23.332,-38.666666666666664,-1.95,308.0676,7.3266,177.2653,7.539,-54,-76,-108,-156,-62,2.5700000000000003,-0.1775,2.5410000000000004,0.2635,-0.0595,0
1614.8,-72.13850000000001,7.52105,310,0.671405,23.332,-38.349999999999994,-1.95,308.26815,7.3424499999999995,177.24595,7.555,-57,-79,-112,-161,-64,2.577,-0.266,2.592,0.271,-0.065,0
1615.7,-72.224,7.5344999999999995,311,0.6722433333333333,23.332,-38.03333333333333,-1.95,308.4687,7.3583,177.2266,7.571,-60,-81,-116,-167,-66,2.581,-0.24383333333333335,2.5578333333333334,0.2615,-0.07033333333333333,0
1618.3,-72.3095,7.54795,311,0.6730816666666666,23.332,-37.71666666666667,-1.95,308.60243333333335,7.368933333333334,177.21353333333332,7.587,-63,-84,-120,-172,-68,2.585,-0.22166666666666668,2.5236666666666667,0.252,-0.07566666666666667,0
1619.9,-72.395,7.5614,311,0.67392,23.332,-37.4,-1.95,308.73616666666663,7.379566666666666,177.20046666666667,7.603,-67,-87,-123,-175,-73,2.589,-0.1995,2.4895,0.24250000000000002,-0.081,0
1621.0,-72.49759999999999,7.57766,311,0.674932,23.332,-37.46,-1.95,308.8699,7.3902,177.1874,7.619,-72,-89,-125,-177,-79,2.593,-0.17733333333333334,2.4553333333333334,0.233,-0.08633333333333333,0
1626.3,-72.6002,7.59392,311,0.675944,23.332,-37.52,-1.95,309.2705,7.4222,177.1478,7.635,-76,-92,-128,-180,-84,2.597,-0.15516666666666667,2.4211666666666667,0.2235,-0.09166666666666667,0
1628.2,-72.7028,7.61018,312,0.676956,23.332,-37.58,-1.95,309.47045,7.4382,177.12779999999998,7.6448,-78,-93,-130,-182,-86,2.601,-0.133,2.387,0.214,-0.097,0
1631.7,-72.8054,7.62644,312,0.677968,23.332,-37.64,-1.95,309.6704,7.4542,177.1078,7.6546,-79,-94,-131,-183,-87,2.566666666666667,-0.114,2.443,0.20366666666666666,-0.07633333333333334,0
1632.5,-72.908,7.6427,312,0.67898,23.332,-37.7,-1.95,309.767675,7.462025000000001,177.09795,7.6644,-81,-94,-133,-185,-89,2.5323333333333333,-0.095,2.499,0.19333333333333333,-0.05566666666666667,0
1632.8,-72.98114285714286,7.6544,312,0.6797042857142858,23.33214285714286,-37.800000000000004,-1.9498571428571427,309.86495,7.46985,177.0881,7.6742,-82,-95,-134,-186,-90,2.498,-0.076,2.555,0.183,-0.035,0
1634.3,-73.05428571428571,7.666099999999999,312,0.6804285714285715,23.332285714285714,-37.9,-1.9497142857142857,309.962225,7.477675,177.07825,7.684,-84,-96,-136,-188,-92,2.5113333333333334,-0.072,2.5653333333333332,0.16999999999999998,-0.05366666666666667,0
1637.0,-73.12742857142857,7.6777999999999995,312,0.6811528571428572,23.332428571428572,-38.0,-1.9495714285714285,310.0595,7.4855,177.0684,7.7,-87,-97,-140,-192,-84,2.5246666666666666,-0.068,2.5756666666666668,0.157,-0.07233333333333333,0
1638.8,-73.20057142857144,7.6895,313,0.6818771428571428,23.332571428571427,-38.1,-1.9494285714285715,310.2518,7.50095,177.0487,7.716,-89,-99,-144,-196,-76,2.538,-0.064,2.586,0.144,-0.091,0
1642.3,-73.27371428571429,7.7012,313,0.6826014285714286,23.332714285714285,-38.2,-1.9492857142857143,310.4441,7.5164,177.029,7.732,-92,-100,-148,-200,-68,2.526,-0.0875,2.27,0.1365,-0.0765,0
1644.8,-73.34685714285715,7.712899999999999,313,0.6833257142857143,23.33285714285714,-38.3,-1.9491428571428573,310.57233333333335,7.5268,177.01576666666665,7.74425,-96,-102,-150,-201,-70,2.514,-0.111,1.954,0.129,-0.062,0
1647.1,-73.42,7.7246,313,0.68405,23.333,-38.4,-1.949,310.70056666666665,7.5372,177.00253333333333,7.7565,-100,-104,-152,-202,-72,2.5595,-0.12725,2.04675,0.16,-0.06475,0
1647.7,-73.49342857142857,7.7364,313,0.68478,23.333,-38.4,-1.949,310.8288,7.5476,176.9893,7.76875,-104,-106,-154,-203,-74,2.605,-0.1435,2.1395,0.191,-0.0675,0
1650.3,-73.56685714285715,7.7482,313,0.6855100000000001,23.333,-38.4,-1.949,310.957,7.557933333333334,176.97593333333333,7.781,-108,-108,-156,-204,-76,2.6505,-0.15975,2.23225,0.222,-0.07024999999999999,0
1650.8,-73.64028571428571,7.76,313,0.6862400000000001,23.333,-38.4,-1.949,311.0852,7.568266666666666,176.96256666666665,7.792999999999999,-110,-110,-157,-208,-82,2.696,-0.176,2.325,0.253,-0.073,0
1653.0,-73.71371428571429,7.7718,314,0.68697,23.333,-38.4,-1.949,311.2134,7.5786,176.9492,7.805,-112,-112,-158,-212,-88,2.6495,-0.20500000000000002,2.4255,0.23399999999999999,-0.05449999999999999,0
1656.8,-73.78714285714285,7.7836,314,0.6877,23.333,-38.4,-1.949,311.40575,7.59425,176.9289,7.817,-114,-114,-159,-216,-94,2.603,-0.234,2.526,0.215,-0.036,0
1658.3,-73.86057142857143,7.7954,314,0.68843,23.333,-38.4,-1.949,311.5981,7.6099,176.9086,7.829,-116,-116,-160,-220,-100,2.628,-0.18,2.5116666666666667,0.011333333333333334,-0.03233333333333333,0
1659.7,-73.934,7.8072,314,0.68916,23.333,-38.4,-1.949,311.72633333333334,7.6203666666666665,176.89496666666668,7.840999999999999,-117,-118,-164,-222,-104,2.653,-0.126,2.497333333333333,-0.19233333333333333,-0.028666666666666667,0
1662.8,-74.0195,7.821066666666667,314,0.6900133333333334,23.333166666666664,-38.38333333333333,-1.949,311.85456666666664,7.630833333333333,176.88133333333334,7.853,-118,-120,-168,-224,-108,2.678,-0.072,2.483,-0.396,-0.025,0
1663.7,-74.105,7.834933333333333,314,0.6908666666666666,23.333333333333332,-38.36666666666667,-1.949,311.9828,7.6413,176.8677,7.865,-119,-122,-172,-226,-112,2.714,-0.056666666666666664,2.4703333333333335,-0.16533333333333336,-0.10700000000000001,0
1666.3,-74.1905,7.8488,314,0.69172,23.3335,-38.35,-1.949,312.1112,7.6518,176.85393333333334,7.877,-120,-124,-176,-228,-116,2.75,-0.04133333333333333,2.4576666666666664,0.0653333333333333,-0.189,0
1668.8,-74.276,7.862666666666667,315,0.6925733333333334,23.333666666666666,-38.33333333333333,-1.949,312.2396,7.6623,176.84016666666668,7.88925,-122,-124,-178,-232,-110,2.786,-0.026,2.445,0.296,-0.271,0
1669.0,-74.3615,7.876533333333333,315,0.6934266666666666,23.33383333333333,-38.31666666666666,-1.949,312.368,7.6728,176.8264,7.9015,-124,-124,-180,-236,-104,2.7575000000000003,-0.0435,2.4037499999999996,0.2425,-0.21375000000000002,0
1673.5,-74.447,7.8904,315,0.69428,23.334,-38.3,-1.949,312.5607,7.688549999999999,176.80554999999998,7.91375,-126,-124,-182,-240,-98,2.729,-0.061,2.3625,0.189,-0.15650000000000003,0
1674.3,-74.5325,7.904366666666666,315,0.6951383333333333,23.334,-38.18333333333333,-1.9488333333333334,312.7534,7.7043,176.7847,7.926,-128,-124,-184,-244,-92,2.7005,-0.0785,2.32125,0.1355,-0.09925,0
1674.8,-74.618,7.918333333333333,315,0.6959966666666667,23.334,-38.06666666666666,-1.9486666666666668,312.94579999999996,7.72015,176.76364999999998,7.942333333333333,-132,-127,-188,-244,-105,2.672,-0.096,2.28,0.082,-0.042,0
1679.7,-74.7035,7.9323,316,0.696855,23.334,-37.949999999999996,-1.9485000000000001,313.1382,7.736,176.7426,7.958666666666667,-136,-129,-192,-244,-119,2.6401666666666666,-0.0635,2.2445,0.08566666666666667,-0.03266666666666667,0
1682.3,-74.789,7.946266666666666,316,0.6977133333333333,23.334,-37.833333333333336,-1.9483333333333333,313.33015,7.751799999999999,176.72145,7.975,-140,-132,-196,-244,-132,2.6083333333333334,-0.031,2.209,0.08933333333333333,-0.023333333333333334,0
1685.0,-74.8745,7.960233333333333,316,0.6985716666666667,23.334,-37.71666666666667,-1.9481666666666666,313.5221,7.7676,176.7003,7.9913333333333325,-143,-135,-199,-248,-123,2.5765000000000002,0.0015000000000000013,2.1734999999999998,0.093,-0.014,0
1686.8,-74.96,7.9742,316,0.69943,23.334,-37.6,-1.948,313.7137,7.7835,176.679,8.007666666666665,-145,-137,-201,-252,-113,2.5446666666666666,0.034,2.138,0.09666666666666666,-0.004666666666666666,0
1690.3,-75.04549999999999,7.988283333333333,316,0.7002916666666666,23.334,-37.7,-1.948,313.9053,7.7994,176.6577,8.024,-148,-140,-204,-256,-104,2.512833333333333,0.0665,2.1025,0.10033333333333333,0.004666666666666668,0
1694.2,-75.131,8.002366666666667,316,0.7011533333333333,23.334,-37.800000000000004,-1.948,314.09675000000004,7.815250000000001,176.6363,8.04,-152,-141,-208,-261,-105,2.481,0.099,2.067,0.104,0.014,0
1695.7,-75.2165,8.016449999999999,316,0.7020150000000001,23.334,-37.900000000000006,-1.948,314.2882,7.8311,176.6149,8.056,-156,-143,-212,-267,-107,2.594333333333333,0.049666666666666665,2.148,0.24233333333333335,-0.020333333333333335,0
1698.3,-75.30199999999999,8.030533333333333,317,0.7028766666666667,23.334,-38.0,-1.948,314.4159333333333,7.841733333333334,176.60046666666668,8.072,-160,-144,-216,-272,-108,2.707666666666667,0.0003333333333333244,2.229,0.38066666666666665,-0.05466666666666667,0
1698.8,-75.3875,8.044616666666666,317,0.7037383333333334,23.334,-38.1,-1.948,314.5436666666667,7.852366666666667,176.58603333333332,8.084499999999998,-162,-146,-218,-272,-101,2.821,-0.049,2.31,0.519,-0.089,0
1701.0,-75.473,8.0587,317,0.7046,23.334,-38.2,-1.948,314.6714,7.863,176.5716,8.097,-164,-148,-220,-272,-94,2.7720000000000002,-0.11950000000000001,2.2960000000000003,0.365,-0.08449999999999999,0
1704.8,-75.5758,8.07572,317,0.70564,23.3342,-38.28,-1.948,314.86289999999997,7.87895,176.54985,8.1095,-166,-150,-222,-272,-87,2.723,-0.19,2.282,0.211,-0.08,0
1706.3,-75.6786,8.092740000000001,317,0.70668,23.3344,-38.36,-1.948,315.0544,7.8949,176.5281,8.122,-168,-152,-224,-272,-80,2.698,-0.175,2.3049999999999997,0.1965,-0.0925,0
1710.8,-75.78139999999999,8.10976,318,0.70772,23.334600000000002,-38.440000000000005,-1.948,315.246,7.91095,176.50615,8.1345,-168,-152,-223,-272,-81,2.673,-0.16,2.328,0.182,-0.105,0
1711.7,-75.88419999999999,8.12678,318,0.70876,23.3348,-38.52,-1.948,315.4376,7.927,176.4842,8.147,-168,-152,-222,-272,-82,2.6475,-0.136,2.3724999999999996,0.16699999999999998,-0.08549999999999999,0
1713.9,-75.987,8.1438,318,0.7098,23.335,-38.6,-1.948,315.533375,7.9350249999999996,176.473175,8.159500000000001,-168,-152,-221,-272,-83,2.622,-0.112,2.417,0.152,-0.066,0
1714.3,-76.07249999999999,8.158100000000001,318,0.71067,23.335,-38.5,-1.948,315.62915,7.9430499999999995,176.46215,8.172,-168,-152,-220,-272,-84,2.5965000000000003,-0.088,2.4615,0.137,-0.0465,0
1716.8,-76.158,8.1724,318,0.71154,23.335,-38.4,-1.948,315.724925,7.951075,176.451125,8.188333333333334,-171,-153,-225,-277,-89,2.571,-0.064,2.506,0.122,-0.027,0
1717.0,-76.2435,8.1867,318,0.71241,23.335,-38.3,-1.948,315.8207,7.9591,176.4401,8.204666666666666,-173,-155,-231,-283,-95,2.4053333333333335,-0.07366666666666667,2.444,0.17733333333333332,-0.048666666666666664,0
1722.3,-76.329,8.201,319,0.71328,23.335,-38.2,-1.948,316.2038,7.9914,176.3956,8.221,-176,-156,-236,-288,-100,2.2396666666666665,-0.08333333333333333,2.3819999999999997,0.23266666666666663,-0.07033333333333333,0
1722.8,-76.4145,8.2153,319,0.71415,23.335,-38.1,-1.948,316.3315333333333,8.002166666666666,176.38066666666666,8.2308,-178,-157,-238,-288,-98,2.074,-0.093,2.32,0.288,-0.092,0
1727.6,-76.5,8.2296,319,0.71502,23.335,-38.0,-1.948,316.4592666666667,8.012933333333333,176.36573333333334,8.2406,-181,-158,-239,-288,-95,2.253,-0.11666666666666667,2.368333333333333,0.25966666666666666,-0.097,0
1727.7,-76.57342857142856,8.241942857142856,319,0.7157685714285714,23.335,-37.77142857142857,-1.948,316.587,8.0237,176.3508,8.250399999999999,-183,-158,-241,-288,-93,2.432,-0.14033333333333334,2.4166666666666665,0.23133333333333334,-0.102,0
1728.8,-76.64685714285714,8.254285714285714,319,0.7165171428571429,23.335,-37.542857142857144,-1.948,316.7146666666667,8.0345,176.33576666666667,8.2602,-186,-159,-242,-288,-90,2.611,-0.164,2.465,0.203,-0.107,0
1730.3,-76.72028571428571,8.266628571428571,319,0.7172657142857143,23.335,-37.31428571428572,-1.948,316.84233333333333,8.045300000000001,176.32073333333332,8.27,-188,-160,-244,-288,-88,2.6123333333333334,-0.12466666666666668,2.485333333333333,0.14433333333333334,-0.11233333333333333,0
1733.0,-76.79371428571429,8.27897142857143,320,0.7180142857142857,23.335,-37.08571428571428,-1.948,316.97,8.0561,176.3057,8.286666666666667,-191,-163,-244,-293,-88,2.613666666666667,-0.08533333333333333,2.5056666666666665,0.08566666666666667,-0.11766666666666667,0
1734.8,-76.86714285714285,8.291314285714286,320,0.7187628571428571,23.335,-36.857142857142854,-1.948,317.16125,8.07235,176.2831,8.303333333333333,-193,-165,-244,-299,-88,2.615,-0.046,2.526,0.027,-0.123,0
1738.3,-76.94057142857143,8.303657142857144,320,0.7195114285714286,23.335,-36.628571428571426,-1.948,317.3525,8.0886,176.2605,8.32,-196,-168,-244,-304,-88,2.6654,-0.092,2.5343999999999998,0.0304,-0.1354,0
1741.0,-77.014,8.316,320,0.72026,23.335,-36.4,-1.948,317.54285000000004,8.104800000000001,176.2378,8.336333333333334,-196,-169,-248,-304,-84,2.7158,-0.138,2.5427999999999997,0.0338,-0.1478,0
1743.7,-77.08728571428571,8.328428571428573,320,0.7210128571428571,23.33514285714286,-36.5,-1.9478571428571427,317.7332,8.121,176.2151,8.352666666666666,-196,-171,-252,-304,-80,2.7662,-0.18400000000000002,2.5512,0.0372,-0.1602,0
1746.3,-77.16057142857143,8.340857142857143,320,0.7217657142857143,23.335285714285714,-36.6,-1.9477142857142857,317.85853333333336,8.1317,176.2001,8.369,-196,-172,-256,-304,-76,2.8166,-0.23000000000000004,2.5596,0.0406,-0.1726,0
1748.2,-77.23385714285715,8.353285714285715,320,0.7225185714285715,23.335428571428572,-36.7,-1.9475714285714285,317.98386666666664,8.1424,176.1851,8.381499999999999,-196,-173,-260,-300,-81,2.867,-0.276,2.568,0.044,-0.185,0
1749.0,-77.30714285714285,8.365714285714287,321,0.7232714285714286,23.335571428571427,-36.8,-1.9474285714285715,318.1092,8.1531,176.1701,8.394,-196,-174,-264,-296,-86,2.7375,-0.123,2.4465000000000003,0.0735,-0.129,0
1752.8,-77.38042857142857,8.378142857142858,321,0.7240242857142857,23.335714285714285,-36.9,-1.9472857142857143,318.2972,8.1692,176.14745,8.406500000000001,-196,-175,-268,-292,-91,2.608,0.03,2.325,0.103,-0.073,0
1754.3,-77.45371428571428,8.390571428571429,321,0.7247771428571429,23.33585714285714,-37.0,-1.9471428571428573,318.4852,8.1853,176.1248,8.419,-196,-176,-272,-288,-96,2.5703333333333336,0.008333333333333331,2.3786666666666667,0.12633333333333333,-0.065,0
1755.8,-77.527,8.403,321,0.72553,23.336,-37.1,-1.947,318.61056666666667,8.196066666666667,176.1096,8.4315,-199,-176,-272,-292,-99,2.5326666666666666,-0.013333333333333336,2.4323333333333337,0.14966666666666667,-0.056999999999999995,0
1758.8,-77.61266666666667,8.417616666666667,321,0.72641,23.336,-37.21666666666667,-1.947,318.7359333333334,8.206833333333332,176.09439999999998,8.443999999999999,-202,-176,-272,-296,-102,2.495,-0.035,2.486,0.173,-0.049,0
1759.7,-77.69833333333334,8.432233333333334,321,0.72729,23.336,-37.333333333333336,-1.947,318.8613,8.2176,176.0792,8.4565,-205,-176,-272,-300,-105,2.5526666666666666,-0.03966666666666667,2.356666666666667,0.16466666666666666,-0.05533333333333334,0
1762.3,-77.78399999999999,8.44685,322,0.72817,23.336,-37.45,-1.947,318.98650000000004,8.228399999999999,176.06396666666666,8.469,-208,-176,-272,-304,-108,2.6103333333333336,-0.044333333333333336,2.227333333333333,0.15633333333333332,-0.06166666666666667,0
1764.8,-77.86966666666666,8.461466666666666,322,0.72905,23.336,-37.56666666666666,-1.947,319.1117,8.2392,176.04873333333333,8.4815,-209,-178,-272,-308,-106,2.668,-0.049,2.098,0.148,-0.068,0
1765.0,-77.95533333333333,8.476083333333333,322,0.72993,23.336,-37.68333333333333,-1.947,319.2369,8.25,176.0335,8.494,-210,-180,-272,-312,-104,2.6437500000000003,-0.0755,2.1654999999999998,0.16525,-0.05525000000000001,0
1769.4,-78.041,8.4907,322,0.73081,23.336,-37.8,-1.947,319.4246,8.266200000000001,176.01055,8.506499999999999,-211,-182,-272,-316,-102,2.6195000000000004,-0.10200000000000001,2.2329999999999997,0.1825,-0.0425,0
1770.3,-78.11428571428571,8.503314285714286,322,0.7315685714285713,23.336142857142857,-37.75714285714285,-1.947,319.6123,8.2824,175.9876,8.519,-212,-184,-272,-320,-100,2.59525,-0.1285,2.3005,0.19974999999999998,-0.029750000000000002,0
1770.8,-78.18757142857143,8.515928571428573,322,0.7323271428571428,23.33628571428571,-37.714285714285715,-1.947,319.8,8.29865,175.9645,8.531500000000001,-213,-185,-276,-320,-94,2.571,-0.155,2.368,0.217,-0.017,0
1775.7,-78.26085714285715,8.528542857142858,322,0.7330857142857142,23.33642857142857,-37.67142857142857,-1.947,319.9877,8.3149,175.9414,8.544,-214,-186,-280,-320,-88,2.5460000000000003,-0.0975,2.293,0.166,-0.021,0
1776.8,-78.33414285714285,8.541157142857143,323,0.7338442857142857,23.33657142857143,-37.628571428571426,-1.947,320.113,8.325766666666667,175.92593333333332,8.5565,-215,-187,-284,-320,-82,2.521,-0.04,2.218,0.115,-0.025,0
1778.3,-78.40742857142857,8.553771428571428,323,0.7346028571428571,23.336714285714287,-37.58571428571428,-1.947,320.23830000000004,8.336633333333333,175.91046666666668,8.569,-216,-188,-288,-320,-76,2.5805,-0.06225,2.22875,0.11900000000000001,-0.0395,0
1781.0,-78.48071428571428,8.566385714285715,323,0.7353614285714286,23.33685714285714,-37.542857142857144,-1.947,320.3636,8.3475,175.895,8.5815,-217,-189,-292,-324,-84,2.6399999999999997,-0.08449999999999999,2.2395,0.123,-0.054000000000000006,0
1782.5,-78.554,8.579,323,0.73612,23.337,-37.5,-1.947,320.48896666666667,8.3584,175.87943333333334,8.594000000000001,-218,-190,-296,-328,-92,2.6995,-0.10675,2.2502500000000003,0.127,-0.0685,0
1782.8,-78.62742857142857,8.591714285714286,323,0.7368828571428572,23.337,-37.214285714285715,-1.947,320.6143333333334,8.3693,175.86386666666667,8.6065,-219,-191,-300,-332,-100,2.759,-0.129,2.261,0.131,-0.083,0
1786.3,-78.70085714285715,8.604428571428572,323,0.7376457142857142,23.337,-36.92857142857143,-1.947,320.7397,8.3802,175.8483,8.619,-220,-192,-304,-336,-108,2.6955,-0.07100000000000001,2.2744999999999997,0.10400000000000001,-0.07150000000000001,0
