TIME (SECONDS),asi_descent: ALTITUDE (KM),asi_descent: PRESSURE (BARS),asi_descent: TEMPERATURE (KELVINS),asi_descent: DENSITY (KG/M^3),asi_descent: GRAVITY (M/S^2),asi_descent: dz/dt (M/S),asi_descent: dT/dz (KELVINS/KILOMETER),dwe_wind: TEMPERATURE (KELVINS),dwe_wind: PRESSURE (BARS),dwe_wind: WIND (METER SECOND^-1),nfr_mctcnfdn: A (broad infrared) (W/m^2),nfr_mctcnfdn: B (solar radiation) (W/m^2),nfr_mctcnfdn: C (water absorption) (W/m^2),nfr_mctcnfdn: D (water emission) (W/m^2),nfr_mctcnfdn: E (methane absorption) (W/m^2),nep_scatter: PRESSURE (BARS),nep_scatter: 5.8 DEGREES (COUNTS),nep_scatter: 16 DEGREES (COUNTS),nep_scatter: 40 DEGREES (COUNTS),nep_scatter: 70 DEGREES (COUNTS),nep_scatter: 178 DEGREES (COUNTS),nep_scatter_baseline_subtracted: PRESSURE (BARS),nep_scatter_baseline_subtracted: 5.8 DEGREES (COUNTS),nep_scatter_baseline_subtracted: 16 DEGREES (COUNTS),nep_scatter_baseline_subtracted: 40 DEGREES (COUNTS),nep_scatter_baseline_subtracted: 70 DEGREES (COUNTS),nep_scatter_baseline_subtracted: 178 DEGREES (COUNTS),nep_scatter_baseline_divided: PRESSURE (BARS),nep_scatter_baseline_divided: 5.8 DEGREES,nep_scatter_baseline_divided: 16 DEGREES,nep_scatter_baseline_divided: 40 DEGREES,nep_scatter_baseline_divided: 70 DEGREES,nep_scatter_baseline_divided: 178 DEGREES,nep_xsec62: PRESSURE (BARS),nep_xsec62: M5.8 CROSS SECTION (METER^-1 STERADIAN^-1),nep_xsec62: M16 CROSS SECTION (METER^-1 STERADIAN^-1),nep_xsec62: M40 CROSS SECTION (METER^-1 STERADIAN^-1),nep_xsec62: M70 CROSS SECTION (METER^-1 STERADIAN^-1),nep_xsec62: M178 CROSS SECTION (METER^-1 STERADIAN^-1)
954.8,-43.7687,3.9138,255,0.4261,23.3108,-47.8167,-1.9792,253.8736,3.8657,174.293,2.011,-0.652,1.711,0.616,-0.19,3.966,288,196,248,203,180,3.966,-823,-301,-1070,-849,-1744,3.966,0.2593,0.3945,0.1881,0.1931,0.0935,3.966,0.0,0.0,0.0,0.0,-0.0
954.9,-43.853,3.9222,255,0.4267,23.311,-47.8,-1.979,254.0441,3.8742,174.3399,2.0093,-0.6496,1.7181,0.6134,-0.1855,3.974,288,196,248,205,180,3.974,-820,-300,-1068,-846,-1741,3.974,0.2598,0.395,0.1885,0.195,0.0937,3.974,0.0,0.0,0.0,0.0,-0.0
959.7,-43.9792,3.9348,255,0.4277,23.311,-48.2,-1.979,254.2147,3.8827,174.3868,2.0075,-0.6472,1.7252,0.6108,-0.181,3.982,288,196,248,206,180,3.982,-818,-300,-1065,-842,-1737,3.982,0.2604,0.3955,0.1889,0.1968,0.0939,3.982,0.0,0.0,0.0,0.0,-0.0
960.3,-44.1055,3.9475,256,0.4286,23.311,-48.6,-1.979,254.4674,3.8954,174.455,2.0058,-0.6449,1.7324,0.6081,-0.1765,3.99,288,196,248,208,180,3.99,-816,-299,-1062,-839,-1734,3.99,0.2609,0.396,0.1893,0.1987,0.094,3.99,0.0,0.0,0.0,0.0,-0.0
965.0,-44.2318,3.9602,256,0.4296,23.311,-49.0,-1.979,254.72,3.9081,174.5232,2.004,-0.6425,1.7395,0.6055,-0.172,4.003,288,195,248,205,184,4.003,-812,-299,-1057,-839,-1724,4.003,0.2618,0.3941,0.19,0.1967,0.0964,4.003,0.0,-0.0,0.0,0.0,-0.0
965.7,-44.358,3.9728,256,0.4305,23.311,-49.4,-1.979,254.8857,3.9164,174.567,2.0022,-0.6401,1.7466,0.6029,-0.1675,4.016,288,193,248,203,188,4.016,-808,-300,-1052,-838,-1715,4.016,0.2628,0.3921,0.1908,0.1947,0.0988,4.016,0.0,-0.0,0.0,0.0,0.0
968.3,-44.459,3.983,256,0.4313,23.311,-49.14,-1.9788,255.0515,3.9248,174.6109,2.0005,-0.6378,1.7538,0.6002,-0.163,4.029,288,192,248,200,192,4.029,-804,-300,-1047,-838,-1705,4.029,0.2637,0.3902,0.1915,0.1927,0.1012,4.029,0.0,-0.0,0.0,0.0,0.0
970.3,-44.56,3.9932,256,0.432,23.311,-48.88,-1.9786,255.2172,3.9331,174.6547,1.9988,-0.6354,1.7609,0.5976,-0.1585,4.0368,288,192,249,201,189,4.0367999999999995,-802,-300,-1043,-835,-1705,4.0368,0.2643,0.3906,0.1926,0.1938,0.0997,4.0368,0.0,-0.0,0.0,0.0,0.0
974.2,-44.661,4.0035,257,0.4328,23.311,-48.62,-1.9784,255.466,3.9457,174.7191,1.997,-0.633,1.768,0.595,-0.154,4.0446,288,192,250,202,186,4.0446,-799,-299,-1039,-833,-1704,4.0446,0.2649,0.3909,0.1937,0.1949,0.0982,4.0446,0.0,-0.0,0.0,0.0,0.0
975.7,-44.762,4.0137,257,0.4336,23.311,-48.36,-1.9782,255.7147,3.9583,174.7835,1.979,-0.6085,1.7522,0.5795,-0.1475,4.0524,288,192,250,202,182,4.0524,-797,-299,-1036,-830,-1704,4.0524,0.2655,0.3912,0.1947,0.196,0.0967,4.0524,0.0,-0.0,0.0,0.0,-0.0
976.1,-44.863,4.0239,257,0.4344,23.311,-48.1,-1.978,255.8391,3.9646,174.8151,1.961,-0.584,1.7365,0.564,-0.141,4.0602,288,192,251,203,179,4.0602,-794,-298,-1032,-828,-1703,4.0602,0.2661,0.3915,0.1958,0.1971,0.0952,4.0602,0.0,-0.0,0.0,0.0,-0.0
976.3,-44.9473,4.0325,257,0.435,23.3112,-48.2333,-1.9778,255.9634,3.971,174.8466,1.943,-0.5595,1.7208,0.5485,-0.1345,4.068,288,192,252,204,176,4.068,-792,-298,-1028,-825,-1703,4.068,0.2667,0.3918,0.1969,0.1983,0.0937,4.068,0.0,-0.0,0.0,0.0,-0.0
978.8,-45.0317,4.0411,257,0.4356,23.3113,-48.3667,-1.9777,256.0878,3.9773,174.8782,1.925,-0.535,1.705,0.533,-0.128,4.0813,288,191,249,204,176,4.081333333333333,-788,-298,-1026,-822,-1697,4.0813,0.2677,0.3899,0.1955,0.1989,0.094,4.0813,0.0,-0.0,0.0,0.0,-0.0
981.0,-45.116,4.0496,258,0.4363,23.3115,-48.5,-1.9775,256.2122,3.9836,174.9098,1.912,-0.5503,1.7457,0.548,-0.1363,4.0947,288,189,247,204,176,4.094666666666666,-784,-299,-1023,-818,-1692,4.0947,0.2687,0.388,0.1942,0.1995,0.0942,4.0947,0.0,-0.0,0.0,0.0,-0.0
984.3,-45.2003,4.0582,258,0.4369,23.3117,-48.6333,-1.9773,256.3366,3.99,174.9407,1.899,-0.5657,1.7863,0.563,-0.1447,4.108,288,188,244,204,176,4.108,-780,-299,-1021,-815,-1686,4.108,0.2697,0.386,0.1929,0.2002,0.0945,4.108,0.0,-0.0,0.0,0.0,-0.0
984.8,-45.2847,4.0668,258,0.4376,23.3118,-48.7667,-1.9772,256.461,3.9963,174.9716,1.886,-0.581,1.827,0.578,-0.153,4.1147,285,187,244,203,173,4.1146666666666665,-781,-299,-1018,-814,-1686,4.1147,0.2676,0.3851,0.1933,0.1998,0.0932,4.1147,0.0,-0.0,0.0,0.0,-0.0
986.1,-45.369,4.0754,258,0.4382,23.312,-48.9,-1.977,256.5854,4.0026,175.0026,1.9183,-0.588,1.8173,0.5837,-0.1463,4.1213,283,187,244,203,171,4.121333333333333,-781,-299,-1016,-813,-1685,4.1213,0.2656,0.3841,0.1937,0.1995,0.0919,4.1213,0.0,-0.0,0.0,0.0,-0.0
986.3,-45.4413,4.0828,258,0.4387,23.312,-48.7143,-1.9769,256.7098,4.009,175.0335,1.9507,-0.595,1.8077,0.5893,-0.1397,4.128,280,186,244,202,168,4.127999999999999,-782,-300,-1013,-812,-1685,4.128,0.2636,0.3831,0.1941,0.1991,0.0906,4.128,0.0,-0.0,0.0,0.0,-0.0
990.8,-45.5136,4.0903,258,0.4393,23.312,-48.5286,-1.9767,256.9584,4.0218,175.094,1.983,-0.602,1.798,0.595,-0.133,4.1347,277,185,244,201,165,4.134666666666666,-783,-300,-1010,-812,-1685,4.1347,0.2616,0.3821,0.1945,0.1987,0.0894,4.1347,0.0,-0.0,0.0,0.0,-0.0
991.7,-45.5859,4.0977,258,0.4399,23.312,-48.3429,-1.9766,257.2069,4.0345,175.1545,1.9783,-0.5887,1.8013,0.5977,-0.132,4.1413,275,185,244,201,163,4.141333333333333,-783,-300,-1008,-811,-1684,4.1413,0.2596,0.3811,0.1949,0.1984,0.0881,4.1413,0.0,-0.0,0.0,0.0,-0.0
992.5,-45.6581,4.1052,259,0.4404,23.312,-48.1571,-1.9764,257.3724,4.043,175.1939,1.9737,-0.5753,1.8047,0.6003,-0.131,4.148,272,184,244,200,160,4.148,-784,-300,-1005,-810,-1684,4.148,0.2576,0.3802,0.1954,0.198,0.0868,4.148,0.0,-0.0,0.0,0.0,-0.0
996.8,-45.7304,4.1126,259,0.441,23.312,-47.9714,-1.9763,257.5379,4.0516,175.2333,1.969,-0.562,1.808,0.603,-0.13,4.158,272,183,244,200,158,4.1579999999999995,-781,-300,-1002,-808,-1682,4.158,0.2583,0.3787,0.1959,0.1985,0.0859,4.158,0.0,-0.0,0.0,0.0,-0.0
997.0,-45.8027,4.1201,259,0.4415,23.312,-47.7857,-1.9761,257.7034,4.0601,175.2727,1.9714,-0.5508,1.8118,0.5918,-0.1332,4.168,272,182,244,200,156,4.167999999999999,-778,-300,-998,-806,-1679,4.168,0.2591,0.3772,0.1965,0.1989,0.085,4.168,0.0,-0.0,0.0,0.0,-0.0
997.3,-45.875,4.1275,259,0.4421,23.312,-47.6,-1.976,257.8689,4.0687,175.3113,1.9738,-0.5396,1.8156,0.5806,-0.1364,4.178,272,181,244,200,154,4.178,-775,-301,-994,-803,-1676,4.178,0.2598,0.3757,0.197,0.1994,0.0841,4.178,0.0,-0.0,0.0,0.0,-0.0
1000.3,-46.0015,4.1406,259,0.443,23.3122,-47.775,-1.976,258.0345,4.0772,175.35,1.9762,-0.5284,1.8194,0.5694,-0.1396,4.188,272,180,244,200,152,4.188,-772,-301,-991,-801,-1674,4.188,0.2605,0.3742,0.1976,0.1998,0.0832,4.188,0.0,-0.0,0.0,0.0,-0.0
1002.3,-46.128,4.1538,260,0.444,23.3125,-47.95,-1.976,258.2,4.0858,175.3886,1.9786,-0.5172,1.8232,0.5582,-0.1428,4.196,272,179,244,199,151,4.196,-770,-301,-988,-800,-1671,4.196,0.2611,0.3729,0.1981,0.1994,0.083,4.196,0.0,-0.0,0.0,0.0,-0.0
1002.8,-46.2545,4.1669,260,0.445,23.3128,-48.125,-1.976,258.3643,4.0943,175.4261,1.981,-0.506,1.827,0.547,-0.146,4.204,272,178,244,198,150,4.204,-767,-302,-985,-799,-1668,4.204,0.2617,0.3715,0.1986,0.1989,0.0827,4.204,0.0,-0.0,0.0,0.0,-0.0
1007.2,-46.381,4.18,260,0.446,23.313,-48.3,-1.976,258.5285,4.1029,175.4637,1.9825,-0.5232,1.8338,0.55,-0.1538,4.212,272,178,244,198,150,4.212,-765,-302,-981,-798,-1666,4.212,0.2624,0.3701,0.1991,0.1985,0.0824,4.212,0.0,-0.0,0.0,0.0,-0.0
1007.7,-46.4442,4.1866,260,0.4465,23.313,-48.125,-1.9759,258.6928,4.1114,175.5012,1.984,-0.5405,1.8405,0.553,-0.1615,4.22,272,177,244,197,149,4.22,-762,-303,-978,-797,-1663,4.22,0.263,0.3688,0.1996,0.198,0.0821,4.22,0.0,-0.0,0.0,0.0,-0.0
1008.3,-46.5075,4.1932,260,0.4469,23.313,-47.95,-1.9758,258.8555,4.1199,175.5376,1.9855,-0.5578,1.8472,0.556,-0.1692,4.228,272,176,244,196,148,4.228,-760,-303,-975,-796,-1660,4.228,0.2636,0.3674,0.2002,0.1976,0.0819,4.228,0.0,-0.0,0.0,0.0,-0.0
1008.8,-46.5707,4.1999,260,0.4474,23.313,-47.775,-1.9756,259.0182,4.1285,175.5739,1.987,-0.575,1.854,0.559,-0.177,4.238,272,175,243,196,148,4.2379999999999995,-757,-303,-972,-794,-1656,4.238,0.2643,0.3659,0.2,0.1981,0.0821,4.238,0.0,-0.0,0.0,0.0,-0.0
1013.0,-46.634,4.2065,260,0.4479,23.313,-47.6,-1.9755,259.1809,4.137,175.6103,2.007,-0.5705,1.8245,0.5395,-0.1185,4.248,272,174,242,196,148,4.247999999999999,-754,-304,-970,-791,-1651,4.248,0.2651,0.3644,0.1997,0.1986,0.0823,4.248,0.0,-0.0,0.0,0.0,-0.0
1014.8,-46.6972,4.2131,261,0.4484,23.313,-47.425,-1.9754,259.3436,4.1455,175.6458,2.027,-0.566,1.795,0.52,-0.06,4.258,272,173,241,196,148,4.258,-751,-304,-967,-788,-1646,4.258,0.2659,0.3629,0.1995,0.1991,0.0825,4.258,0.0,-0.0,0.0,0.0,-0.0
1016.3,-46.7605,4.2197,261,0.4489,23.313,-47.25,-1.9752,259.5063,4.1541,175.6813,1.9992,-0.5567,1.8037,0.5282,-0.0727,4.268,272,172,240,196,148,4.268,-748,-304,-964,-786,-1642,4.268,0.2667,0.3613,0.1993,0.1996,0.0827,4.268,0.0,-0.0,0.0,0.0,-0.0
1018.3,-46.8237,4.2264,261,0.4494,23.313,-47.075,-1.9751,259.669,4.1626,175.7168,1.9713,-0.5473,1.8123,0.5363,-0.0853,4.278,268,173,240,195,147,4.278,-749,-302,-960,-785,-1638,4.278,0.2636,0.364,0.2,0.199,0.0823,4.278,-0.0,-0.0,0.0,-0.0,-0.0
1018.5,-46.887,4.233,261,0.4499,23.313,-46.9,-1.975,259.9131,4.1754,175.769,1.9435,-0.538,1.821,0.5445,-0.098,4.288,264,174,240,194,146,4.288,-750,-300,-956,-784,-1635,4.288,0.2604,0.3667,0.2007,0.1985,0.082,4.288,-0.0,-0.0,0.0,-0.0,-0.0
1023.7,-47.0138,4.2464,261,0.4509,23.313,-46.55,-1.9748,260.1572,4.1883,175.8211,1.9157,-0.5287,1.8297,0.5527,-0.1107,4.298,260,175,240,193,145,4.298,-750,-299,-952,-782,-1632,4.298,0.2573,0.3694,0.2013,0.1979,0.0816,4.298,-0.0,-0.0,0.0,-0.0,-0.0
1024.3,-47.1405,4.2598,262,0.4518,23.313,-46.2,-1.9745,260.2792,4.1948,175.8466,1.8878,-0.5193,1.8383,0.5608,-0.1233,4.308,256,176,240,192,144,4.308,-751,-297,-948,-781,-1628,4.308,0.2542,0.3721,0.202,0.1973,0.0813,4.308,-0.0,-0.0,0.0,-0.0,-0.0
1028.2,-47.2672,4.2731,262,0.4528,23.313,-45.85,-1.9742,260.4012,4.2012,175.872,1.86,-0.51,1.847,0.569,-0.136,4.3182,260,176,240,192,143,4.31825,-744,-296,-944,-778,-1624,4.3182,0.259,0.3727,0.2027,0.1978,0.0809,4.3182,-0.0,-0.0,0.0,-0.0,-0.0
1028.5,-47.394,4.2865,262,0.4538,23.313,-45.5,-1.974,260.5233,4.2076,175.8975,1.8802,-0.5018,1.8438,0.5628,-0.127,4.3285,264,176,240,192,142,4.3285,-737,-296,-940,-776,-1620,4.3285,0.2638,0.3733,0.2033,0.1984,0.0806,4.3285,-0.0,-0.0,0.0,-0.0,-0.0
1029.0,-47.4572,4.2933,262,0.4543,23.3131,-45.6125,-1.9739,260.6453,4.2141,175.923,1.9005,-0.4935,1.8405,0.5565,-0.118,4.3388,268,176,240,192,141,4.33875,-730,-295,-937,-774,-1617,4.3388,0.2686,0.3739,0.204,0.1989,0.0802,4.3388,-0.0,-0.0,0.0,-0.0,-0.0
1032.3,-47.5205,4.3,262,0.4548,23.3132,-45.725,-1.9738,260.8079,4.2228,175.9562,1.9208,-0.4852,1.8372,0.5502,-0.109,4.349,272,176,240,192,140,4.349,-723,-294,-933,-771,-1613,4.349,0.2734,0.3745,0.2046,0.1994,0.0799,4.349,0.0,-0.0,0.0,-0.0,-0.0
1032.8,-47.5837,4.3068,262,0.4553,23.3134,-45.8375,-1.9736,260.9705,4.2314,175.9893,1.941,-0.477,1.834,0.544,-0.1,4.357,272,175,240,191,138,4.357,-720,-294,-930,-770,-1611,4.357,0.2741,0.3731,0.2052,0.1989,0.0791,4.357,0.0,-0.0,0.0,-0.0,-0.0
1034.3,-47.647,4.3135,262,0.4558,23.3135,-45.95,-1.9735,261.1331,4.2401,176.0225,1.9375,-0.4875,1.854,0.538,-0.1025,4.365,272,174,240,190,137,4.365,-718,-295,-927,-769,-1609,4.365,0.2748,0.3717,0.2057,0.1985,0.0784,4.365,0.0,-0.0,0.0,-0.0,-0.0
1038.8,-47.7102,4.3202,263,0.4563,23.3136,-46.0625,-1.9734,261.3767,4.2531,176.0711,1.934,-0.498,1.874,0.532,-0.105,4.373,272,174,240,190,135,4.373,-715,-295,-923,-768,-1607,4.373,0.2755,0.3703,0.2063,0.198,0.0776,4.373,0.0,-0.0,0.0,-0.0,-0.0
1039.7,-47.7735,4.327,263,0.4568,23.3138,-46.175,-1.9732,261.6203,4.2661,176.1196,1.9535,-0.504,1.885,0.5355,-0.1012,4.381,272,173,240,189,134,4.381,-713,-296,-920,-767,-1605,4.381,0.2763,0.3689,0.2069,0.1975,0.0768,4.381,0.0,-0.0,0.0,-0.0,-0.0
1040.3,-47.8367,4.3337,263,0.4573,23.3139,-46.2875,-1.9731,261.7422,4.2726,176.1433,1.973,-0.51,1.896,0.539,-0.0975,4.389,272,172,240,188,132,4.389,-710,-296,-917,-766,-1603,4.389,0.277,0.3675,0.2074,0.1971,0.0761,4.389,0.0,-0.0,0.0,-0.0,-0.0
1040.8,-47.9,4.3405,263,0.4578,23.314,-46.4,-1.973,261.864,4.2792,176.167,1.9925,-0.516,1.907,0.5425,-0.0938,4.3992,268,171,239,188,130,4.39925,-711,-296,-914,-764,-1600,4.3992,0.2737,0.366,0.2072,0.1976,0.0751,4.3992,-0.0,-0.0,-0.0,-0.0,-0.0
1044.8,-47.9847,4.3496,263,0.4585,23.314,-46.6,-1.973,261.9859,4.2858,176.1907,2.012,-0.522,1.918,0.546,-0.09,4.4095,264,170,238,188,128,4.4094999999999995,-712,-296,-912,-761,-1598,4.4095,0.2705,0.3644,0.207,0.1981,0.0742,4.4095,-0.0,-0.0,-0.0,-0.0,-0.0
1045.0,-48.0693,4.3587,263,0.4591,23.314,-46.8,-1.973,262.1077,4.2923,176.2144,1.9915,-0.51,1.9122,0.541,-0.0888,4.4197,260,169,237,188,126,4.41975,-713,-297,-909,-758,-1595,4.4197,0.2672,0.3628,0.2068,0.1986,0.0732,4.4197,-0.0,-0.0,-0.0,-0.0,-0.0
1048.3,-48.154,4.3677,264,0.4598,23.314,-47.0,-1.973,262.3512,4.3054,176.2606,1.971,-0.498,1.9065,0.536,-0.0875,4.43,256,168,236,188,124,4.43,-714,-297,-906,-756,-1592,4.43,0.2639,0.3613,0.2067,0.1992,0.0723,4.43,-0.0,-0.0,-0.0,-0.0,-0.0
1050.3,-48.2387,4.3768,264,0.4604,23.314,-47.2,-1.973,262.5947,4.3185,176.3069,1.9505,-0.486,1.9008,0.531,-0.0862,4.438,256,168,235,187,126,4.438,-712,-296,-904,-755,-1587,4.438,0.2646,0.3618,0.2065,0.1987,0.0734,4.438,-0.0,-0.0,-0.0,-0.0,-0.0
1050.8,-48.3233,4.3859,264,0.4611,23.314,-47.4,-1.973,262.7563,4.3273,176.3369,1.93,-0.474,1.895,0.526,-0.085,4.446,256,168,234,186,127,4.446,-709,-296,-901,-754,-1581,4.446,0.2652,0.3622,0.2064,0.1982,0.0745,4.446,-0.0,-0.0,-0.0,-0.0,-0.0
1050.9,-48.408,4.395,264,0.4618,23.314,-47.6,-1.973,262.918,4.336,176.3668,1.94,-0.4722,1.908,0.5255,-0.089,4.454,256,168,234,186,129,4.454,-707,-295,-899,-753,-1576,4.454,0.2659,0.3627,0.2063,0.1977,0.0756,4.454,-0.0,-0.0,-0.0,-0.0,-0.0
1055.7,-48.5092,4.406,264,0.4626,23.314,-47.84,-1.9728,263.0796,4.3448,176.3968,1.95,-0.4705,1.921,0.525,-0.093,4.462,256,168,233,185,130,4.462,-704,-295,-896,-752,-1570,4.462,0.2666,0.3632,0.2062,0.1973,0.0767,4.462,-0.0,-0.0,-0.0,-0.0,-0.0
1056.3,-48.6104,4.417,264,0.4634,23.314,-48.08,-1.9726,263.2407,4.3536,176.4259,1.96,-0.4688,1.934,0.5245,-0.097,4.47,256,168,232,184,132,4.47,-702,-294,-894,-751,-1565,4.47,0.2672,0.3636,0.206,0.1968,0.0778,4.47,-0.0,-0.0,-0.0,-0.0,-0.0
1056.8,-48.7116,4.4279,265,0.4642,23.314,-48.32,-1.9724,263.4019,4.3623,176.455,1.97,-0.467,1.947,0.524,-0.101,4.4782,256,168,234,184,135,4.4782,-699,-293,-889,-749,-1558,4.4782,0.268,0.3641,0.2081,0.1972,0.0799,4.4782,-0.0,-0.0,-0.0,-0.0,-0.0
1061.0,-48.8128,4.4389,265,0.465,23.314,-48.56,-1.9722,263.563,4.3711,176.4841,1.9893,-0.4717,1.9457,0.5147,-0.111,4.4864,256,168,235,184,138,4.4864,-697,-293,-884,-747,-1551,4.4864,0.2687,0.3646,0.2101,0.1976,0.0819,4.4864,-0.0,-0.0,-0.0,-0.0,-0.0
1061.6,-48.914,4.4499,265,0.4658,23.314,-48.8,-1.972,263.6839,4.3777,176.5054,2.0087,-0.4763,1.9443,0.5053,-0.121,4.4946,256,168,237,184,142,4.4946,-694,-292,-880,-745,-1545,4.4946,0.2694,0.3651,0.2121,0.1981,0.084,4.4946,-0.0,-0.0,-0.0,-0.0,-0.0
1062.8,-48.9985,4.4592,265,0.4664,23.3142,-48.45,-1.9718,263.8048,4.3843,176.5267,2.028,-0.481,1.943,0.496,-0.131,4.5028,256,168,238,184,145,4.5028,-692,-292,-875,-743,-1538,4.5028,0.2702,0.3655,0.2142,0.1985,0.0861,4.5028,-0.0,-0.0,-0.0,-0.0,-0.0
1064.3,-49.083,4.4684,265,0.4671,23.3143,-48.1,-1.9717,263.9258,4.391,176.548,2.0243,-0.4917,1.9517,0.4953,-0.1353,4.511,256,168,240,184,148,4.511,-689,-291,-870,-741,-1531,4.511,0.2709,0.366,0.2162,0.1989,0.0881,4.511,-0.0,-0.0,0.0,-0.0,-0.0
1066.3,-49.1675,4.4776,266,0.4678,23.3145,-47.75,-1.9715,264.0467,4.3976,176.5693,2.0207,-0.5023,1.9603,0.4947,-0.1397,4.5194,259,168,240,185,146,4.5194,-683,-291,-867,-738,-1529,4.5194,0.275,0.3663,0.2168,0.2002,0.0874,4.5194,-0.0,-0.0,0.0,-0.0,-0.0
1068.8,-49.252,4.4869,266,0.4685,23.3147,-47.4,-1.9713,264.2892,4.4108,176.6108,2.017,-0.513,1.969,0.494,-0.144,4.5278,262,168,240,186,145,4.5278,-678,-290,-864,-736,-1527,4.5278,0.2792,0.3667,0.2175,0.2014,0.0866,4.5278,-0.0,-0.0,0.0,-0.0,-0.0
1071.7,-49.3365,4.4962,266,0.4691,23.3148,-47.05,-1.9712,264.5318,4.4241,176.6524,2.0055,-0.481,1.9605,0.4938,-0.1242,4.5362,266,168,240,186,143,4.5362,-672,-290,-860,-733,-1524,4.5362,0.2833,0.367,0.2181,0.2027,0.0859,4.5362,-0.0,-0.0,0.0,-0.0,-0.0
1072.0,-49.421,4.5054,266,0.4698,23.315,-46.7,-1.971,264.6531,4.4308,176.6726,1.994,-0.449,1.952,0.4935,-0.1045,4.5446,269,168,240,187,142,4.5446,-667,-289,-857,-731,-1522,4.5446,0.2874,0.3673,0.2187,0.204,0.0851,4.5446,-0.0,-0.0,0.0,-0.0,-0.0
1072.3,-49.5057,4.5147,266,0.4705,23.315,-46.55,-1.9708,264.7744,4.4374,176.6929,1.9825,-0.417,1.9435,0.4932,-0.0847,4.553,272,168,240,188,140,4.553,-661,-289,-854,-728,-1520,4.553,0.2915,0.3676,0.2194,0.2052,0.0843,4.553,0.0,-0.0,0.0,-0.0,-0.0
1074.8,-49.5903,4.5241,266,0.4712,23.315,-46.4,-1.9707,264.8956,4.4441,176.7131,1.971,-0.385,1.935,0.493,-0.065,4.5667,267,169,239,187,140,4.566666666666666,-662,-287,-850,-726,-1514,4.5667,0.2871,0.3714,0.2192,0.2045,0.0847,4.5667,-0.0,-0.0,-0.0,-0.0,-0.0
1077.0,-49.675,4.5334,266,0.4718,23.315,-46.25,-1.9705,265.0169,4.4508,176.7334,1.9734,-0.3802,1.9365,0.486,-0.0585,4.5803,261,171,237,185,140,4.580333333333334,-663,-284,-847,-724,-1507,4.5803,0.2827,0.3751,0.2189,0.2038,0.085,4.5803,-0.0,-0.0,-0.0,-0.0,-0.0
1080.3,-49.7597,4.5427,267,0.4725,23.315,-46.1,-1.9703,265.2591,4.4642,176.7728,1.9758,-0.3755,1.938,0.479,-0.052,4.594,256,172,236,184,140,4.594,-664,-282,-843,-722,-1501,4.594,0.2783,0.3789,0.2187,0.2031,0.0853,4.594,-0.0,-0.0,-0.0,-0.0,-0.0
1082.3,-49.8443,4.5521,267,0.4732,23.315,-45.95,-1.9702,265.5013,4.4776,176.8122,1.9781,-0.3708,1.9395,0.472,-0.0455,4.6043,260,172,236,182,141,4.60425,-657,-281,-839,-722,-1496,4.6043,0.2836,0.3795,0.2195,0.2014,0.0862,4.6043,-0.0,-0.0,-0.0,-0.0,-0.0
1083.2,-49.929,4.5614,267,0.4738,23.315,-45.8,-1.97,265.7434,4.4911,176.8506,1.9805,-0.366,1.941,0.465,-0.039,4.6145,264,172,236,180,142,4.6145,-650,-280,-835,-722,-1490,4.6145,0.2889,0.3801,0.2204,0.1997,0.087,4.6145,-0.0,-0.0,-0.0,-0.0,-0.0
1087.7,-50.0306,4.5727,267,0.4747,23.3152,-45.66,-1.9698,265.9855,4.5046,176.8889,1.9829,-0.3612,1.9425,0.458,-0.0325,4.6248,268,172,236,178,143,4.62475,-643,-280,-831,-721,-1484,4.6248,0.2942,0.3807,0.2212,0.1979,0.0879,4.6248,-0.0,-0.0,-0.0,-0.0,-0.0
1088.3,-50.1322,4.584,267,0.4755,23.3154,-45.52,-1.9696,266.2258,4.518,176.9259,1.9852,-0.3565,1.944,0.451,-0.026,4.635,272,172,236,176,144,4.635,-636,-279,-827,-721,-1479,4.635,0.2996,0.3814,0.222,0.1962,0.0887,4.635,0.0,-0.0,-0.0,-0.0,-0.0
1093.0,-50.2338,4.5953,268,0.4763,23.3156,-45.38,-1.9694,266.466,4.5314,176.9629,1.9876,-0.3518,1.9455,0.444,-0.0195,4.6452,268,171,236,178,145,4.64525,-637,-279,-823,-717,-1473,4.6452,0.2962,0.3798,0.2229,0.199,0.0896,4.6452,-0.0,-0.0,-0.0,-0.0,-0.0
1094.2,-50.3354,4.6066,268,0.4771,23.3158,-45.24,-1.9692,266.584,4.538,176.9806,1.99,-0.347,1.947,0.437,-0.013,4.6555,264,170,236,180,146,4.6555,-638,-280,-819,-712,-1468,4.6555,0.2928,0.3782,0.2237,0.2017,0.0905,4.6555,-0.0,-0.0,-0.0,-0.0,-0.0
1094.4,-50.437,4.6179,268,0.4779,23.316,-45.1,-1.969,266.702,4.5446,176.9982,1.9918,-0.3848,1.9628,0.452,-0.04,4.6658,260,169,236,182,147,4.66575,-638,-280,-815,-708,-1462,4.6658,0.2894,0.3766,0.2246,0.2045,0.0914,4.6658,-0.0,-0.0,-0.0,-0.0,-0.0
