TIME (SECONDS),asi_descent: ALTITUDE (KM),asi_descent: PRESSURE (BARS),asi_descent: TEMPERATURE (KELVINS),asi_descent: DENSITY (KG/M^3),asi_descent: GRAVITY (M/S^2),asi_descent: dz/dt (M/S),asi_descent: dT/dz (KELVINS/KILOMETER),dwe_wind: TEMPERATURE (KELVINS),dwe_wind: PRESSURE (BARS),dwe_wind: WIND (METER SECOND^-1),nfr_mctcnfdn: A (broad infrared) (W/m^2),nfr_mctcnfdn: B (solar radiation) (W/m^2),nfr_mctcnfdn: C (water absorption) (W/m^2),nfr_mctcnfdn: D (water emission) (W/m^2),nfr_mctcnfdn: E (methane absorption) (W/m^2),nep_scatter: PRESSURE (BARS),nep_scatter: 5.8 DEGREES (COUNTS),nep_scatter: 16 DEGREES (COUNTS),nep_scatter: 40 DEGREES (COUNTS),nep_scatter: 70 DEGREES (COUNTS),nep_scatter: 178 DEGREES (COUNTS),nep_scatter_baseline_subtracted: PRESSURE (BARS),nep_scatter_baseline_subtracted: 5.8 DEGREES (COUNTS),nep_scatter_baseline_subtracted: 16 DEGREES (COUNTS),nep_scatter_baseline_subtracted: 40 DEGREES (COUNTS),nep_scatter_baseline_subtracted: 70 DEGREES (COUNTS),nep_scatter_baseline_subtracted: 178 DEGREES (COUNTS),nep_scatter_baseline_divided: PRESSURE (BARS),nep_scatter_baseline_divided: 5.8 DEGREES,nep_scatter_baseline_divided: 16 DEGREES,nep_scatter_baseline_divided: 40 DEGREES,nep_scatter_baseline_divided: 70 DEGREES,nep_scatter_baseline_divided: 178 DEGREES,nep_xsec62: PRESSURE (BARS),nep_xsec62: M5.8 CROSS SECTION (METER^-1 STERADIAN^-1),nep_xsec62: M16 CROSS SECTION (METER^-1 STERADIAN^-1),nep_xsec62: M40 CROSS SECTION (METER^-1 STERADIAN^-1),nep_xsec62: M70 CROSS SECTION (METER^-1 STERADIAN^-1),nep_xsec62: M178 CROSS SECTION (METER^-1 STERADIAN^-1)
815.9,-36.968,3.2766,241,0.3767,23.3053,-53.1,-1.9917,240.3299,3.2324,169.5174,1.958,-0.7588,1.3198,0.8202,-0.269,3.303,336,216,244,200,368,3.303,-948,-320,-1293,-987,-1805,3.303,0.2617,0.403,0.1588,0.1685,0.1694,3.303,0.0,0.0,0.0,0.0,0.0
816.8,-37.0515,3.284,242,0.3773,23.3055,-52.55,-1.9915,240.5102,3.2403,169.5953,1.969,-0.761,1.311,0.813,-0.268,3.3104,333,216,244,198,368,3.3104,-950,-320,-1291,-987,-1803,3.3104,0.2595,0.4031,0.159,0.1673,0.1695,3.3104,0.0,0.0,0.0,0.0,0.0
821.0,-37.135,3.2914,242,0.3779,23.3057,-52.0,-1.9913,240.6905,3.2482,169.6733,2.003,-0.7385,1.3125,0.7775,-0.2905,3.3178,330,216,244,197,368,3.3178,-951,-320,-1289,-988,-1801,3.3178,0.2573,0.4033,0.1592,0.1661,0.1697,3.3178,0.0,0.0,0.0,0.0,0.0
822.8,-37.2185,3.2987,242,0.3785,23.3058,-51.45,-1.9912,240.8259,3.2542,169.7309,2.037,-0.716,1.314,0.742,-0.313,3.3252,326,216,244,195,368,3.3251999999999997,-953,-319,-1286,-988,-1798,3.3252,0.2551,0.4034,0.1594,0.1649,0.1699,3.3252,0.0,0.0,0.0,-0.0,0.0
823.1,-37.302,3.3061,242,0.3791,23.306,-50.9,-1.991,240.9614,3.2602,169.7885,2.019,-0.7088,1.3305,0.7402,-0.309,3.3326,323,216,244,194,368,3.3326,-954,-319,-1284,-989,-1796,3.3326,0.253,0.4036,0.1597,0.1638,0.17,3.3326,0.0,0.0,0.0,-0.0,0.0
823.9,-37.3858,3.3136,242,0.3797,23.306,-50.7667,-1.9908,241.0968,3.2661,169.8461,2.001,-0.7015,1.347,0.7385,-0.305,3.34,320,216,244,192,368,3.34,-956,-319,-1282,-989,-1794,3.34,0.2508,0.4037,0.1599,0.1626,0.1702,3.34,0.0,0.0,0.0,-0.0,0.0
826.3,-37.4697,3.321,242,0.3803,23.306,-50.6333,-1.9907,241.2322,3.2721,169.9037,1.983,-0.6942,1.3635,0.7368,-0.301,3.3495,320,215,245,193,368,3.3495,-954,-320,-1278,-986,-1791,3.3495,0.2512,0.4022,0.1608,0.1637,0.1705,3.3495,0.0,0.0,0.0,-0.0,0.0
828.8,-37.5535,3.3284,242,0.3808,23.306,-50.5,-1.9905,241.5037,3.2841,170.0172,1.965,-0.687,1.38,0.735,-0.297,3.359,320,214,246,194,368,3.359,-952,-320,-1275,-984,-1788,3.359,0.2517,0.4007,0.1617,0.1648,0.1707,3.359,0.0,0.0,0.0,-0.0,0.0
831.7,-37.6373,3.3359,243,0.3814,23.306,-50.3667,-1.9903,241.7752,3.2961,170.1307,1.967,-0.6918,1.3868,0.7418,-0.3032,3.3685,320,213,247,195,368,3.3685,-949,-320,-1272,-981,-1785,3.3685,0.2521,0.3992,0.1627,0.1659,0.1709,3.3685,0.0,0.0,0.0,-0.0,0.0
832.1,-37.7212,3.3434,243,0.382,23.306,-50.2333,-1.9902,241.9106,3.3021,170.1864,1.969,-0.6965,1.3935,0.7485,-0.3095,3.378,320,212,248,196,368,3.378,-947,-321,-1268,-978,-1782,3.378,0.2526,0.3977,0.1636,0.167,0.1712,3.378,0.0,0.0,0.0,0.0,0.0
832.6,-37.805,3.3508,243,0.3826,23.306,-50.1,-1.99,242.0461,3.3082,170.2421,1.971,-0.7012,1.4002,0.7552,-0.3157,3.3872,320,213,248,196,368,3.38725,-945,-320,-1265,-976,-1779,3.3872,0.253,0.4,0.1639,0.1672,0.1714,3.3872,0.0,0.0,0.0,0.0,0.0
834.8,-37.9054,3.3598,243,0.3833,23.3062,-50.06,-1.9898,242.1816,3.3142,170.2979,1.973,-0.706,1.407,0.762,-0.322,3.3965,320,214,248,196,368,3.3965,-943,-318,-1262,-975,-1776,3.3965,0.2534,0.4023,0.1642,0.1674,0.1716,3.3965,0.0,0.0,0.0,0.0,0.0
837.0,-38.0058,3.3688,243,0.384,23.3064,-50.02,-1.9896,242.317,3.3202,170.3536,1.974,-0.7052,1.4151,0.7554,-0.3147,3.4058,320,215,248,196,368,3.4057500000000003,-941,-316,-1260,-974,-1773,3.4058,0.2538,0.4045,0.1645,0.1676,0.1719,3.4058,0.0,0.0,0.0,0.0,0.0
840.1,-38.1062,3.3779,244,0.3848,23.3066,-49.98,-1.9894,242.5852,3.3322,170.4624,1.975,-0.7044,1.4232,0.7489,-0.3073,3.415,320,216,248,196,368,3.415,-939,-315,-1257,-972,-1770,3.415,0.2542,0.4068,0.1648,0.1678,0.1721,3.415,0.0,0.0,0.0,0.0,0.0
842.3,-38.2066,3.3869,244,0.3855,23.3068,-49.94,-1.9892,242.8535,3.3442,170.5712,1.976,-0.7037,1.4313,0.7423,-0.3,3.4242,320,215,247,197,368,3.42425,-937,-316,-1255,-969,-1767,3.4242,0.2546,0.4053,0.1644,0.1689,0.1724,3.4242,0.0,0.0,0.0,0.0,0.0
843.0,-38.307,3.3959,244,0.3862,23.307,-49.9,-1.989,243.1176,3.3561,170.6764,1.977,-0.7029,1.4394,0.7358,-0.2927,3.4335,320,214,246,198,368,3.4335,-934,-316,-1254,-966,-1764,3.4335,0.2551,0.4038,0.1641,0.17,0.1726,3.4335,0.0,0.0,0.0,0.0,0.0
847.7,-38.4747,3.4111,244,0.3874,23.307,-50.4667,-1.9887,243.3817,3.368,170.7817,1.978,-0.7021,1.4476,0.7292,-0.2853,3.4428,320,213,245,199,368,3.44275,-932,-316,-1252,-964,-1760,3.4428,0.2555,0.4023,0.1637,0.1712,0.1729,3.4428,0.0,0.0,0.0,0.0,0.0
848.1,-38.6423,3.4263,245,0.3886,23.307,-51.0333,-1.9883,243.5577,3.3759,170.8508,1.979,-0.7013,1.4557,0.7227,-0.278,3.452,320,212,244,200,368,3.452,-930,-317,-1250,-961,-1757,3.452,0.256,0.4008,0.1633,0.1723,0.1732,3.452,0.0,0.0,0.0,0.0,0.0
852.7,-38.81,3.4415,245,0.3898,23.307,-51.6,-1.988,243.7338,3.3839,170.9198,1.98,-0.7006,1.4638,0.7161,-0.2707,3.4615,320,212,243,199,364,3.4615,-928,-316,-1248,-960,-1758,3.4615,0.2565,0.4013,0.1629,0.1717,0.1715,3.4615,0.0,0.0,0.0,0.0,0.0
853.0,-38.8938,3.4492,245,0.3903,23.307,-51.5,-1.9878,243.9098,3.3918,170.9889,1.981,-0.6998,1.4719,0.7096,-0.2633,3.471,320,212,242,198,360,3.471,-926,-316,-1246,-960,-1759,3.471,0.2569,0.4019,0.1626,0.1711,0.1699,3.471,0.0,0.0,0.0,0.0,0.0
854.2,-38.9777,3.4568,245,0.3909,23.307,-51.4,-1.9877,244.0856,3.3998,171.0568,1.982,-0.699,1.48,0.703,-0.256,3.4805,320,212,241,197,356,3.4805,-923,-315,-1245,-959,-1760,3.4805,0.2574,0.4025,0.1622,0.1704,0.1682,3.4805,0.0,0.0,0.0,0.0,0.0
856.1,-39.0615,3.4645,246,0.3915,23.307,-51.3,-1.9875,244.2613,3.4078,171.1246,1.9843,-0.7037,1.4943,0.6873,-0.2613,3.49,320,212,240,196,352,3.49,-921,-314,-1243,-958,-1761,3.49,0.2579,0.403,0.1618,0.1698,0.1666,3.49,0.0,0.0,0.0,0.0,0.0
858.3,-39.1453,3.4722,246,0.3922,23.307,-51.2,-1.9873,244.4371,3.4158,171.1925,1.9867,-0.7083,1.5087,0.6717,-0.2667,3.4974,320,210,240,195,339,3.4974000000000003,-919,-315,-1241,-957,-1771,3.4974,0.2583,0.4003,0.1621,0.1694,0.1607,3.4974,0.0,0.0,0.0,-0.0,0.0
858.8,-39.2292,3.4798,246,0.3928,23.307,-51.1,-1.9872,244.6128,3.4238,171.2593,1.989,-0.713,1.523,0.656,-0.272,3.5048,320,209,240,194,326,3.5048000000000004,-917,-316,-1238,-956,-1781,3.5048,0.2587,0.3976,0.1624,0.1689,0.1548,3.5048,0.0,0.0,0.0,-0.0,0.0
863.0,-39.313,3.4875,246,0.3934,23.307,-51.0,-1.987,244.7886,3.4318,171.3261,1.9938,-0.7122,1.5172,0.6555,-0.2678,3.5122,320,207,240,194,314,3.5122,-915,-318,-1236,-956,-1791,3.5122,0.2591,0.3948,0.1626,0.1685,0.149,3.5122,0.0,0.0,0.0,-0.0,0.0
863.7,-39.385,3.4941,246,0.3939,23.3071,-50.5571,-1.9869,244.9643,3.4398,171.3929,1.9985,-0.7115,1.5115,0.655,-0.2635,3.5196,320,206,240,193,301,3.5196,-913,-319,-1233,-955,-1801,3.5196,0.2595,0.3921,0.1629,0.168,0.1431,3.5196,0.0,0.0,0.0,-0.0,0.0
864.1,-39.457,3.5008,246,0.3944,23.3073,-50.1143,-1.9867,245.14,3.4479,171.4585,2.0032,-0.7108,1.5058,0.6545,-0.2592,3.527,320,204,240,192,288,3.527,-911,-320,-1231,-954,-1811,3.527,0.26,0.3893,0.1632,0.1675,0.1372,3.527,0.0,0.0,0.0,-0.0,0.0
864.8,-39.529,3.5074,246,0.3949,23.3074,-49.6714,-1.9866,245.3157,3.4559,171.5242,2.008,-0.71,1.5,0.654,-0.255,3.5365,308,202,239,192,266,3.5365,-921,-322,-1229,-952,-1830,3.5365,0.2506,0.3859,0.1628,0.1678,0.1269,3.5365,0.0,0.0,-0.0,-0.0,0.0
869.0,-39.601,3.5141,247,0.3954,23.3076,-49.2286,-1.9864,245.4914,3.464,171.5898,1.9325,-0.6835,1.5015,0.652,-0.245,3.546,296,200,238,192,244,3.5460000000000003,-930,-323,-1227,-950,-1848,3.546,0.2413,0.3824,0.1625,0.1681,0.1165,3.546,0.0,0.0,-0.0,-0.0,0.0
870.8,-39.673,3.5207,247,0.3959,23.3077,-48.7857,-1.9863,245.6231,3.4701,171.6382,1.857,-0.657,1.503,0.65,-0.235,3.5555,284,198,237,192,222,3.5555,-940,-324,-1225,-949,-1867,3.5555,0.2319,0.3789,0.1621,0.1683,0.1062,3.5555,0.0,0.0,-0.0,-0.0,0.0
872.1,-39.745,3.5274,247,0.3965,23.3079,-48.3429,-1.9861,245.7548,3.4762,171.6866,1.876,-0.676,1.5098,0.6528,-0.242,3.565,272,196,236,192,200,3.565,-950,-326,-1223,-947,-1886,3.565,0.2226,0.3755,0.1618,0.1686,0.0959,3.565,0.0,0.0,-0.0,-0.0,0.0
872.6,-39.817,3.534,247,0.397,23.308,-47.9,-1.986,245.8866,3.4823,171.735,1.895,-0.695,1.5165,0.6555,-0.249,3.5726,272,196,237,193,197,3.5726,-948,-326,-1220,-945,-1886,3.5726,0.223,0.3758,0.1626,0.1695,0.0945,3.5726,0.0,0.0,-0.0,-0.0,0.0
874.3,-39.901,3.5418,247,0.3976,23.308,-47.9833,-1.9858,246.0183,3.4884,171.7834,1.914,-0.714,1.5232,0.6582,-0.256,3.5802,272,196,238,194,194,3.5802,-946,-325,-1217,-942,-1887,3.5802,0.2233,0.3761,0.1634,0.1705,0.093,3.5802,0.0,0.0,-0.0,-0.0,0.0
876.8,-39.985,3.5496,247,0.3982,23.308,-48.0667,-1.9857,246.281,3.5006,171.8784,1.933,-0.733,1.53,0.661,-0.263,3.5878,272,196,238,194,190,3.5878,-944,-325,-1213,-940,-1887,3.5878,0.2237,0.3763,0.1642,0.1714,0.0916,3.5878,0.0,0.0,-0.0,-0.0,0.0
879.7,-40.069,3.5574,248,0.3988,23.308,-48.15,-1.9855,246.5438,3.5127,171.9733,1.8963,-0.702,1.5347,0.6647,-0.2547,3.5954,272,196,239,195,187,3.5954,-942,-324,-1210,-937,-1888,3.5954,0.2241,0.3766,0.165,0.1724,0.0902,3.5954,0.0,0.0,-0.0,-0.0,0.0
880.1,-40.153,3.5653,248,0.3994,23.308,-48.2333,-1.9853,246.6724,3.5187,172.019,1.8597,-0.671,1.5393,0.6683,-0.2463,3.603,272,196,240,196,184,3.603,-940,-324,-1207,-935,-1888,3.603,0.2244,0.3769,0.1659,0.1733,0.0888,3.603,0.0,0.0,0.0,0.0,0.0
882.8,-40.237,3.5731,248,0.4,23.308,-48.3167,-1.9852,246.801,3.5247,172.0648,1.823,-0.64,1.544,0.672,-0.238,3.6125,272,196,239,195,193,3.6125,-938,-324,-1205,-934,-1875,3.6125,0.2249,0.3773,0.1655,0.1727,0.0933,3.6125,0.0,0.0,-0.0,-0.0,0.0
883.8,-40.321,3.5809,248,0.4006,23.308,-48.4,-1.985,246.9297,3.5307,172.1105,1.7965,-0.6228,1.5572,0.6665,-0.2192,3.622,272,196,238,194,202,3.622,-935,-323,-1202,-934,-1862,3.622,0.2254,0.3777,0.1652,0.1721,0.0979,3.622,0.0,0.0,-0.0,-0.0,0.0
885.0,-40.4218,3.5904,248,0.4013,23.308,-48.58,-1.9848,247.0583,3.5367,172.1562,1.77,-0.6055,1.5705,0.661,-0.2005,3.6315,272,196,237,193,211,3.6315,-932,-322,-1200,-933,-1850,3.6315,0.2258,0.378,0.1649,0.1714,0.1024,3.6315,0.0,0.0,-0.0,-0.0,0.0
888.1,-40.5226,3.5999,248,0.4021,23.308,-48.76,-1.9846,247.2285,3.5447,172.2156,1.7435,-0.5882,1.5838,0.6555,-0.1818,3.641,272,196,236,192,220,3.641,-930,-322,-1198,-932,-1837,3.641,0.2263,0.3784,0.1646,0.1708,0.107,3.641,0.0,0.0,-0.0,-0.0,0.0
888.8,-40.6234,3.6093,249,0.4028,23.308,-48.94,-1.9844,247.3986,3.5526,172.2749,1.717,-0.571,1.597,0.65,-0.163,3.6473,275,197,237,193,226,3.647333333333333,-926,-320,-1194,-929,-1829,3.6473,0.2288,0.3813,0.1658,0.1722,0.11,3.6473,0.0,0.0,-0.0,-0.0,0.0
890.3,-40.7242,3.6188,249,0.4035,23.308,-49.12,-1.9842,247.5688,3.5606,172.3343,1.7757,-0.5953,1.6037,0.6537,-0.1897,3.6537,277,199,239,195,232,3.6536666666666666,-921,-318,-1191,-927,-1820,3.6537,0.2314,0.3843,0.167,0.1736,0.1131,3.6537,0.0,0.0,-0.0,-0.0,0.0
893.9,-40.825,3.6283,249,0.4043,23.308,-49.3,-1.984,247.739,3.5686,172.3928,1.8343,-0.6197,1.6103,0.6573,-0.2163,3.66,280,200,240,196,238,3.66,-917,-316,-1188,-924,-1812,3.66,0.234,0.3872,0.1681,0.175,0.1161,3.66,0.0,0.0,-0.0,-0.0,0.0
894.8,-40.9258,3.6379,249,0.405,23.3082,-49.66,-1.9838,247.9092,3.5766,172.4512,1.893,-0.644,1.617,0.661,-0.243,3.6663,283,201,241,197,244,3.666333333333333,-913,-315,-1184,-921,-1804,3.6663,0.2365,0.3902,0.1693,0.1764,0.1192,3.6663,0.0,0.0,0.0,0.0,0.0
895.7,-41.0266,3.6474,249,0.4058,23.3084,-50.02,-1.9836,248.0794,3.5846,172.5097,1.8853,-0.6343,1.6183,0.661,-0.2326,3.6727,285,203,243,199,250,3.6726666666666663,-908,-313,-1180,-919,-1795,3.6727,0.2391,0.3932,0.1705,0.1778,0.1222,3.6727,0.0,0.0,0.0,0.0,0.0
896.1,-41.1274,3.657,250,0.4065,23.3086,-50.38,-1.9834,248.3346,3.5967,172.5958,1.8776,-0.6246,1.6196,0.661,-0.2221,3.679,288,204,244,200,256,3.679,-904,-311,-1177,-916,-1787,3.679,0.2416,0.3961,0.1717,0.1792,0.1253,3.679,0.0,0.0,0.0,0.0,0.0
901.0,-41.2282,3.6665,250,0.4072,23.3088,-50.74,-1.9832,248.5899,3.6088,172.682,1.8699,-0.6149,1.6209,0.661,-0.2117,3.6917,288,203,245,197,256,3.6916666666666664,-901,-312,-1171,-916,-1782,3.6917,0.2423,0.394,0.1732,0.1772,0.1256,3.6917,0.0,0.0,0.0,0.0,0.0
904.0,-41.329,3.6761,250,0.408,23.309,-51.1,-1.983,248.7601,3.6169,172.7385,1.8621,-0.6051,1.6221,0.661,-0.2013,3.7043,288,201,247,195,256,3.7043333333333335,-897,-312,-1166,-916,-1777,3.7043,0.243,0.3919,0.1747,0.1753,0.1259,3.7043,0.0,0.0,0.0,-0.0,0.0
904.1,-41.401,3.683,250,0.4085,23.309,-51.1286,-1.983,248.9302,3.625,172.7949,1.8544,-0.5954,1.6234,0.661,-0.1909,3.717,288,200,248,192,256,3.717,-894,-313,-1160,-916,-1772,3.717,0.2437,0.3899,0.1761,0.1733,0.1262,3.717,0.0,0.0,0.0,-0.0,0.0
906.3,-41.473,3.6899,250,0.409,23.309,-51.1571,-1.983,249.1004,3.6331,172.8514,1.8467,-0.5857,1.6247,0.661,-0.1804,3.727,288,200,244,193,249,3.727,-891,-312,-1160,-913,-1775,3.727,0.2442,0.3904,0.1737,0.1745,0.123,3.727,0.0,0.0,0.0,-0.0,0.0
908.2,-41.545,3.6968,250,0.4095,23.309,-51.1857,-1.983,249.3556,3.6452,172.9345,1.839,-0.576,1.626,0.661,-0.17,3.737,288,200,240,194,242,3.737,-888,-312,-1161,-910,-1778,3.737,0.2448,0.391,0.1713,0.1758,0.1198,3.737,0.0,0.0,0.0,-0.0,0.0
911.7,-41.617,3.7037,251,0.4101,23.309,-51.2143,-1.983,249.6109,3.6574,173.0176,1.847,-0.5983,1.631,0.6467,-0.1847,3.747,288,200,236,195,235,3.747,-886,-311,-1162,-906,-1781,3.747,0.2454,0.3916,0.1689,0.1771,0.1165,3.747,0.0,0.0,-0.0,-0.0,0.0
912.3,-41.689,3.7106,251,0.4106,23.309,-51.2429,-1.983,249.7385,3.6635,173.0584,1.855,-0.6207,1.636,0.6323,-0.1993,3.757,288,200,232,196,228,3.757,-883,-310,-1162,-903,-1784,3.757,0.2459,0.3922,0.1664,0.1783,0.1133,3.757,0.0,0.0,-0.0,0.0,0.0
912.8,-41.761,3.7175,251,0.4111,23.309,-51.2714,-1.983,249.8662,3.6696,173.0993,1.863,-0.643,1.641,0.618,-0.214,3.7646,288,200,234,196,226,3.7646,-881,-310,-1157,-901,-1782,3.7646,0.2464,0.3925,0.1685,0.1786,0.1127,3.7646,0.0,0.0,-0.0,0.0,0.0
913.8,-41.833,3.7244,251,0.4117,23.309,-51.3,-1.983,249.9938,3.6758,173.1402,1.911,-0.6497,1.6287,0.614,-0.208,3.7722,288,200,237,196,225,3.7722,-879,-309,-1152,-899,-1781,3.7722,0.2469,0.3928,0.1706,0.1789,0.1121,3.7722,0.0,0.0,-0.0,0.0,0.0
917.0,-41.9338,3.7341,251,0.4124,23.3092,-50.98,-1.9828,250.1214,3.6819,173.181,1.959,-0.6563,1.6163,0.61,-0.202,3.7798,288,200,239,196,223,3.7798,-876,-309,-1146,-898,-1779,3.7798,0.2473,0.3931,0.1727,0.1792,0.1115,3.7798,0.0,0.0,-0.0,0.0,0.0
918.8,-42.0346,3.7439,251,0.4132,23.3094,-50.66,-1.9826,250.2917,3.6901,173.2345,2.007,-0.663,1.604,0.606,-0.196,3.7874,288,200,242,196,222,3.7874,-874,-308,-1141,-896,-1778,3.7874,0.2478,0.3934,0.1747,0.1795,0.1108,3.7874,0.0,0.0,0.0,0.0,0.0
920.3,-42.1354,3.7536,252,0.4139,23.3096,-50.34,-1.9824,250.4619,3.6984,173.2881,1.9815,-0.6462,1.6067,0.606,-0.1905,3.795,288,200,244,196,220,3.795,-872,-308,-1136,-894,-1776,3.795,0.2483,0.3937,0.1768,0.1798,0.1102,3.795,0.0,0.0,0.0,0.0,0.0
922.3,-42.2362,3.7634,252,0.4146,23.3098,-50.02,-1.9822,250.6322,3.7066,173.3416,1.956,-0.6295,1.6095,0.606,-0.185,3.8028,288,201,245,198,219,3.8028,-870,-307,-1133,-891,-1774,3.8028,0.2488,0.3958,0.1777,0.1816,0.11,3.8028,0.0,0.0,0.0,0.0,0.0
923.9,-42.337,3.7731,252,0.4154,23.31,-49.7,-1.982,250.803,3.7149,173.3943,1.9305,-0.6128,1.6122,0.606,-0.1795,3.8106,288,202,246,199,218,3.8106,-868,-305,-1129,-888,-1771,3.8106,0.2492,0.3978,0.1787,0.1833,0.1098,3.8106,0.0,0.0,0.0,0.0,0.0
924.8,-42.4213,3.7813,252,0.416,23.31,-49.5167,-1.9818,250.9737,3.7231,173.447,1.905,-0.596,1.615,0.606,-0.174,3.8184,288,202,246,201,218,3.8184,-865,-304,-1126,-884,-1769,3.8184,0.2497,0.3999,0.1796,0.1851,0.1095,3.8184,0.0,0.0,0.0,0.0,0.0
927.7,-42.5057,3.7895,252,0.4166,23.31,-49.3333,-1.9817,251.1445,3.7314,173.4997,1.8987,-0.596,1.6087,0.609,-0.183,3.8262,288,203,247,202,217,3.8262,-863,-302,-1122,-881,-1766,3.8262,0.2502,0.4019,0.1805,0.1868,0.1093,3.8262,0.0,0.0,0.0,0.0,0.0
928.3,-42.59,3.7978,252,0.4173,23.31,-49.15,-1.9815,251.3153,3.7397,173.5514,1.8923,-0.596,1.6023,0.612,-0.192,3.834,288,204,248,204,216,3.834,-861,-301,-1119,-878,-1764,3.834,0.2507,0.404,0.1814,0.1885,0.1091,3.834,0.0,0.0,0.0,0.0,0.0
930.8,-42.6743,3.806,253,0.4179,23.31,-48.9667,-1.9813,251.4862,3.748,173.6031,1.886,-0.596,1.596,0.615,-0.201,3.8435,288,203,248,204,218,3.8435,-858,-302,-1116,-876,-1758,3.8435,0.2513,0.4024,0.1819,0.1889,0.1103,3.8435,0.0,0.0,0.0,0.0,0.0
933.0,-42.7587,3.8142,253,0.4185,23.31,-48.7833,-1.9812,251.657,3.7563,173.6548,1.853,-0.5898,1.6135,0.6152,-0.1842,3.853,288,202,248,204,220,3.853,-856,-302,-1112,-874,-1752,3.853,0.2519,0.4008,0.1824,0.1893,0.1116,3.853,0.0,0.0,0.0,0.0,0.0
933.8,-42.843,3.8224,253,0.4192,23.31,-48.6,-1.981,251.785,3.7626,173.6928,1.82,-0.5835,1.631,0.6155,-0.1675,3.8625,288,201,248,204,222,3.8625,-853,-302,-1108,-871,-1746,3.8625,0.2525,0.3992,0.1828,0.1897,0.1128,3.8625,0.0,0.0,0.0,0.0,0.0
936.3,-42.915,3.8295,253,0.4197,23.31,-48.5,-1.9809,251.9129,3.7688,173.7309,1.787,-0.5772,1.6485,0.6158,-0.1508,3.872,288,200,248,204,224,3.872,-850,-303,-1105,-869,-1740,3.872,0.2531,0.3976,0.1833,0.1901,0.1141,3.872,0.0,0.0,0.0,0.0,0.0
936.8,-42.987,3.8366,253,0.4202,23.31,-48.4,-1.9807,252.0408,3.7751,173.769,1.754,-0.571,1.666,0.616,-0.134,3.8798,288,200,249,204,219,3.8798,-848,-302,-1101,-867,-1742,3.8798,0.2536,0.3981,0.1843,0.1904,0.1118,3.8798,0.0,0.0,0.0,0.0,0.0
938.3,-43.059,3.8437,253,0.4208,23.31,-48.3,-1.9806,252.1688,3.7814,173.807,1.826,-0.5905,1.651,0.5955,-0.1705,3.8876,288,200,250,204,214,3.8876,-846,-302,-1098,-866,-1743,3.8876,0.2541,0.3986,0.1853,0.1907,0.1095,3.8876,0.0,0.0,0.0,0.0,0.0
942.8,-43.131,3.8507,254,0.4213,23.31,-48.2,-1.9804,252.424,3.794,173.8816,1.898,-0.61,1.636,0.575,-0.207,3.8954,288,200,250,204,210,3.8954,-843,-301,-1094,-864,-1745,3.8954,0.2546,0.399,0.1862,0.191,0.1072,3.8954,0.0,0.0,0.0,0.0,0.0
943.7,-43.203,3.8578,254,0.4218,23.31,-48.1,-1.9803,252.6793,3.8065,173.9561,1.9202,-0.6032,1.66,0.5802,-0.2088,3.9032,288,200,251,204,205,3.9032,-841,-301,-1091,-863,-1746,3.9032,0.2551,0.3995,0.1872,0.1913,0.1049,3.9032,0.0,0.0,0.0,0.0,0.0
944.3,-43.275,3.8649,254,0.4224,23.31,-48.0,-1.9801,252.8071,3.8128,173.9927,1.9425,-0.5965,1.684,0.5855,-0.2105,3.911,288,200,252,204,200,3.911,-839,-300,-1087,-861,-1748,3.911,0.2555,0.4,0.1882,0.1915,0.1027,3.911,0.0,0.0,0.0,0.0,0.0
945.0,-43.347,3.872,254,0.4229,23.31,-47.9,-1.98,252.935,3.8192,174.0293,1.9648,-0.5898,1.708,0.5908,-0.2122,3.9208,288,199,251,203,195,3.92075,-836,-300,-1084,-860,-1749,3.9208,0.2562,0.3984,0.188,0.191,0.1003,3.9208,0.0,0.0,0.0,0.0,0.0
948.8,-43.4313,3.8804,254,0.4235,23.3102,-47.8833,-1.9798,253.0628,3.8255,174.0659,1.987,-0.583,1.732,0.596,-0.214,3.9305,288,198,250,202,190,3.9305,-833,-301,-1082,-858,-1750,3.9305,0.2569,0.3968,0.1878,0.1905,0.0979,3.9305,0.0,0.0,0.0,0.0,0.0
949.0,-43.5157,3.8887,254,0.4242,23.3103,-47.8667,-1.9797,253.1906,3.8318,174.1025,1.993,-0.6002,1.7268,0.601,-0.208,3.9402,288,197,249,201,185,3.94025,-830,-302,-1079,-857,-1750,3.9402,0.2576,0.3952,0.1875,0.1899,0.0956,3.9402,0.0,0.0,0.0,0.0,0.0
952.3,-43.6,3.8971,254,0.4248,23.3105,-47.85,-1.9795,253.4468,3.8445,174.1743,1.999,-0.6175,1.7215,0.606,-0.202,3.95,288,196,248,200,180,3.95,-827,-302,-1076,-856,-1751,3.95,0.2583,0.3936,0.1873,0.1894,0.0932,3.95,0.0,0.0,0.0,0.0,-0.0
954.3,-43.6843,3.9055,255,0.4254,23.3107,-47.8333,-1.9793,253.703,3.8572,174.2461,2.005,-0.6348,1.7162,0.611,-0.196,3.958,288,196,248,202,180,3.958,-825,-301,-1073,-853,-1748,3.958,0.2588,0.3941,0.1877,0.1912,0.0934,3.958,0.0,0.0,0.0,0.0,-0.0
