  -5.867  871 1 3
  -5.555  895 2 3
  -5.242  938 1 3
  -4.977   40 3 2
  -4.93   876 2 3
  -4.617  881 1 3
  -4.305  898 2 3
  -3.992  923 1 3
  -3.977   13 3 2
  -3.852  119 6 0
  -3.68   901 2 3
  -3.367  924 1 3
  -3.055  886 2 3
  -2.977   37 3 2
  -2.742  883 1 3
  -2.43   942 2 3
  -2.117  883 1 3
  -1.977   16 3 2
  -1.805  922 2 3
  -1.492  880 1 3
  -1.18   880 2 3
  -0.977   30 3 2
