-126.3900       20.0400      416.0000        1.3366
-126.9000       20.2020      417.0000        1.3442
-127.4100       20.3650      418.0000        1.3519
-127.9300       20.5300      419.0000        1.3596
-128.4400       20.6950      420.0000        1.3673
-128.9500       20.8610      421.0000        1.3751
-129.4700       21.0280      422.0000        1.3829
-129.9800       21.1960      423.0000        1.3907
-130.4900       21.3650      424.0000        1.3985
-131.0100       21.5350      425.0000        1.4064
-131.5200       21.7060      426.0000        1.4143
-132.0300       21.8770      427.0000        1.4222
-132.5400       22.0500      428.0000        1.4301
