124   0  -1   0     0     0      3      7     -1       9      -1      36      -1      43      -1    -1
124   0  -1   0     0     1      1      1     -1       7      -1      43      -1      34      -1    -1
125   0  -1   0     0     0      0      0     -1       0      -1       1      -1       0      -1    -1
125   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
126   0  -1   0     1     0      1      1     -1       9      -1      36      -1      31      -1    -1
126   0  -1   1     0     1      1      0     -1       6      -1      31      -1      31      -1    -1
127   0  -1   0     0     0      0      0     -1       1      -1      12      -1      10      -1    -1
127   0  -1   1     0     1      0      0     -1       0      -1      10      -1       7      -1    -1
128   0  -1   9     5    17     27     70     -1     243      -1     796      -1     835      -1    -1
128   0  -1  10     3    18     13     69     -1     241      -1     778      -1     773      -1    -1
129   1  -1  64    78   151    165    891     -1    3158      -1   10712      -1   11400      -1    -1
129   0  -1  70    74   164    174    907     -1    3306      -1   10520      -1   11096      -1    -1
130   0  -1  20     8    15     20    126     -1     370      -1    1751      -1    1869      -1    -1
130   0  -1   8    10    27     29    102     -1     393      -1    1273      -1    1747      -1    -1
131   0  -1  50    64   119    122    591     -1    2130      -1    6780      -1    8936      -1    -1
131   0  -1  48    60   129    122    603     -1    2126      -1    8180      -1    8712      -1    -1
132   0  -1  53    80   139    158    743     -1    2518      -1   10360      -1   10920      -1    -1
132   0  -1  50    89   169    180    719     -1    2622      -1   10392      -1   10888      -1    -1
133   0  -1   0     0     0      1      1     -1       7      -1      28      -1      26      -1    -1
133   0  -1   0     0     0      1      1     -1      10      -1      26      -1      33      -1    -1
134   0  -1  22    23    55     73    261     -1     940      -1    3242      -1    3510      -1    -1
134   0  -1  22    30    49     63    248     -1     887      -1    3318      -1    3326      -1    -1
135   0  -1   1     0     1      0      2     -1      12      -1      28      -1      40      -1    -1
135   0  -1   0     0     1      1      5     -1      10      -1      32      -1      45      -1    -1
136   0  -1  17    24    53     59    235     -1     793      -1    2954      -1    3038      -1    -1
136   1  -1  23    18    52     63    234     -1     797      -1    2826      -1    2986      -1    -1
137   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
137   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
138   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
138   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
139   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
139   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
140   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
140   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
141   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
141   0  -1   0     0     0      0      0     -1       0      -1       0      -1       0      -1    -1
142   0  -1   0     0     0     -1      0     -1       0      -1       0      -1       0      -1    -1
142   0  -1   0     0     0     -1      0     -1       0      -1       0      -1       0      -1    -1
143   0  -1   0     0     0     -1      0     -1       0      -1       0      -1       0      -1    -1
143   0  -1   0     0     0     -1      0     -1       0      -1       0      -1       0      -1    -1
144   0  -1   0     0     0     -1      0     -1       0      -1       0      -1       0      -1    -1
144   0  -1   0     0     0     -1      0     -1       0      -1       0      -1       0      -1    -1
145   0  -1   0     0     0     -1      0     -1       0      -1       0      -1       0      -1    -1
145   0  -1   0     0     0     -1      0     -1       0      -1       0      -1       0      -1    -1
146  -1  -1   0     0     0     -1      0     -1       0      -1       0      -1       0      -1    -1
146  -1  -1   0     0     0     -1      0     -1       0      -1       0      -1       0      -1    -1
147  -1  -1   0     0     0     -1      0     -1       0      -1       0      -1       0      -1    -1
147  -1  -1   0     0     0     -1      0     -1       0      -1       0      -1       0      -1    -1
148  -1  -1   0     0     0     -1      0     -1       0      -1       0      -1       0      -1    -1
148  -1  -1   0     0     0     -1      0     -1       0      -1       0      -1       0      -1    -1
149  -1  -1   0     0     0     -1      0     -1       0      -1       0      -1       0      -1    -1
149  -1  -1   0     0     0     -1      0     -1       0      -1       0      -1       0      -1    -1
150  -1  -1   0     0     0     -1      0     -1       0      -1       0      -1       0      -1    -1
150  -1  -1   0     0     0     -1      0     -1       0      -1       0      -1       0      -1    -1
